	0.5	1.0	2.0	4.0	6.0	8.0	10.0	12.0	16.0	20.0	24.0	32.0	40.0	48.0	56.0	64.0	80.0	96.0	112.0	128.0	160.0	192.0	224.0	256.0	320.0	384.0	512.0	1024.0	2048.0	4096.0
0.5	9.9979738033000007	9.9979412468100008	9.9978761484999996	9.9977673320100013	9.9976451065499994	9.9975197285499995	9.9973936343100007	9.9972436215600009	9.9970242405	9.9967689932799999	9.9964225553000006	9.9961714961899997	9.9957138166499995	9.9950434272400006	9.9944318505999998	9.9942442040199992	9.9931644226899987	9.9923588979999991	9.9908723779999988	9.9905047810499994	9.9895228402799994	9.9876474433800002	9.9849671575999999	9.9832413780499998	9.9823388674300002	9.9779800776300007	9.9665376974399997	9.9372468312300004	9.8795738866899985	9.7572014620500003
1.0	9.9978916779800002	9.9977857621300004	9.9975162188599995	9.9970463783600003	9.9964696854700001	9.9960912910099999	9.9954788318100007	9.9950584203300004	9.9944063642300005	9.9933277836999999	9.9922842303799992	9.990468860710001	9.9882923685300007	9.9864451479199996	9.9838907633999998	9.9827226533500006	9.9791020848700001	9.9772963176899996	9.9719896488600011	9.9685708029399986	9.9629333630100003	9.9576550373300012	9.9466172421400003	9.9404122176000005	9.9372571402599998	9.9154239295500002	9.8785001597899988	9.7577455947500003	9.5466568002199992	9.1058977965600008
2.0	9.9975497576399999	9.9970877693899993	9.9960249324500001	9.994114120619999	9.9919513279099998	9.9904192697000003	9.98881589416	9.9863506672300009	9.9831373150499996	9.9788048833600005	9.9760967645300003	9.9677396616399996	9.9610755061899994	9.9502689818899981	9.9467544759899997	9.9412205285000006	9.9198322434000001	9.9111965686300003	9.8876866616000001	9.8794561158700009	9.8570774353099999	9.8351871269899984	9.8005149822900002	9.7596958537000003	9.7601578089099998	9.6712510808300003	9.5097004896400001	9.1279746613599997	8.3423731078399985	7.2955393545500007
4.0	9.99619309743	9.9945049801200003	9.9904328698300002	9.98253085242	9.9743646928499992	9.9667033048999993	9.9595045213899986	9.95193918923	9.932437758739999	9.9240782642000003	9.9076284455100012	9.8795412277099999	9.8451591812100006	9.8127051882300016	9.7884455760800009	9.751387910210001	9.7121412469700008	9.6705140730399997	9.5814857615399998	9.5431330464999995	9.4830706267	9.3814049030399982	9.2799810330399986	9.0826342230800012	9.10679080281	8.8568844103199993	8.3925175550600013	7.2481659160899996	6.03676450665	4.8719124037099997
8.0	9.991310015529999	9.9837032623600006	9.9679782753399984	9.9362806131199992	9.9026221226800004	9.8755734200299994	9.8423369650100003	9.8105384662000006	9.7483216005100015	9.6972637602699994	9.6440821023000005	9.5434679356300016	9.4120133191199997	9.2965715807699993	9.1829670870399998	9.1280354361700002	8.9487015163399999	8.7686563128500001	8.4833303551799997	8.3956042120300012	8.1759418282800009	7.9487789367499992	7.74110669505	7.2484281264899995	7.2843972011600009	6.8716722927799996	6.00893776765	4.6848094665300009	3.6360870094099997	2.8050302020899998
16.0	9.9705135635800008	9.9412622143499991	9.8765302558400005	9.7722084502600008	9.6281631431199983	9.5028544912800008	9.4034795396199993	9.3122790251899996	9.1151768428499995	8.8654049939099995	8.6736365713700003	8.4164674984300003	8.1008812080999988	7.8020102863199998	7.4918251762699999	7.3169399999999998	7.0025323001899995	6.6284676889900007	6.2108090124099995	6.0765464843800006	5.7963005471200004	5.5062656856300007	5.2510074468600001	4.71910070798	4.7925539367700001	4.3224878118800003	3.7087557789800001	2.74151414533	2.0223760128700001	1.47232991743
24.0	9.9364253867999999	9.866832735880001	9.7190390755899987	9.458019876749999	9.2285130215399995	8.9754032003399988	8.7429806446600011	8.5750989383899991	8.2249602786399993	7.8624108250100004	7.6656878887	7.0836538657800006	6.7392516400400009	6.3413503033300005	5.9965864480599995	5.81161541133	5.4413256084300006	5.0894779634900003	4.78330846315	4.5330045930900003	4.3216805805899998	4.09869538379	3.81107541129	3.5056694360400003	3.4654500584599996	3.0985493165400007	2.6029036414500002	1.8776261583099998	1.3767070433700002	1.0243826924299999
32.0	9.8902497422300009	9.7648624853399983	9.5327565329999988	9.1190725316499996	8.6628249397400001	8.2883291012699996	8.0141657651599996	7.7834447717499993	7.2833764176699995	6.8304484641900007	6.5870372828299999	5.9867930525900004	5.6194140877100001	5.2733020857100001	4.9710097985599999	4.76150806351	4.3918033005699995	4.1355196305500002	3.8150950451900001	3.6729719593800003	3.4320437507599997	3.1841896334799999	2.9917346637	2.7195703667600002	2.71192207569	2.4010970876400002	2.0138425456799998	1.41895215871	1.0418569955900001	0.754983634924
40.0	9.8284881105199986	9.6381343436399991	9.2743349894100007	8.6731950292299995	8.1197717666399996	7.6816023288199995	7.3244522396200002	6.9669561102799999	6.5162023552299999	6.0626763706600002	5.6763187236599997	5.1740808757899996	4.8286212855999997	4.4758740883400003	4.2060055601199995	3.99169944976	3.7100365157400002	3.4127444530699997	3.17068270011	3.0151014670099996	2.8713919042900002	2.6407525606799997	2.4887376468400002	2.2354511494200002	2.2370718541699999	1.94135787732	1.60465164561	1.1690366350799999	0.84762042543100002	0.61281477011200003
