	0.5	1.0	2.0	4.0	6.0	8.0	10.0	12.0	16.0	20.0	24.0	32.0	40.0	48.0	56.0	64.0	80.0	96.0	112.0	128.0	160.0	192.0	224.0	256.0	320.0	384.0	512.0
0.5	9.9979766919999999	9.99794501471	9.997873511549999	9.9977168820300015	9.9976206535300012	9.9974752882699995	9.997448703089999	9.9972843227699997	9.9970469996699993	9.9969420036999992	9.9964881790699991	9.9960756924999998	9.9957507845100011	9.9949539993199998	9.9945765709300005	9.994236152660001	9.9931729319600002	9.9921388321200002	9.9921447014800009	9.9905303344899981	9.9889260559699995	9.9879677319899987	9.985615160830001	9.9827047793800006	9.9841812303799991	9.9773304835500003	9.96372460089
1.0	9.9978983315000001	9.9977486903199999	9.9974436906100017	9.9970929584700006	9.996467376910001	9.9960034049500006	9.9956266443399997	9.9953713515100002	9.9938490775499993	9.9926587466000001	9.9914519740600003	9.9904266706699989	9.9886120971800008	9.9868527821199997	9.9832189938300004	9.9822954151500003	9.9782158678199995	9.9762819158900005	9.9715846998500002	9.9660694656800004	9.96128110159	9.9555018973100005	9.9529232926300004	9.9470055838100002	9.9411187964699987	9.9249730167799992	9.8796570817399996
2.0	9.9975477389100007	9.9970481983999999	9.9961776656100003	9.9941058266600002	9.9912166333899997	9.9904018353699993	9.9890794580100017	9.9878110622600005	9.9837640624000006	9.9784918217800005	9.973958850319999	9.9733177139100011	9.9576335256699995	9.9467584510000009	9.9462172668899989	9.9335397950699988	9.9245564722099999	9.9097615789500004	9.89358528062	9.8845020451699988	9.8521104189000006	9.8545489468699987	9.7788164014200003	9.7537473448800007	9.7674524815399995	9.6649518828000005	9.5397159815399988
4.0	9.9961321105100005	9.9939863089200003	9.9910469471100001	9.9834360360899996	9.9726721102300004	9.9669575539899995	9.9580287050200003	9.9483799955600016	9.9418819795600015	9.9270530767899992	9.9020051161199998	9.875032634470001	9.8499873949999994	9.8398233394600005	9.7946834791199997	9.7570707652199999	9.7128707734800006	9.65588343758	9.5377258842899995	9.5352860463799995	9.5073441361800004	9.4064335950300002	9.2811779955399984	9.1360981175599996	9.1451957708800009	8.8371113248300013	8.4451672666000004
8.0	9.9910521601099997	9.9839118274899992	9.9704012641199995	9.9376343888700003	9.8949400314800009	9.8685551810300005	9.848361230510001	9.8086404512899996	9.7720450224699995	9.7200236783200005	9.6391849556100002	9.5366928925999996	9.359522697460001	9.3667898064399999	9.2547797142199997	8.986518396360001	8.8513647717399984	8.7951182010199993	8.60265981519	8.3685011152199991	8.1641500083500009	7.9055298248000003	7.7123975837600005	7.5236532161600005	7.4214026331600014	6.8337724426199999	5.88224297969
16.0	9.9725579797800012	9.9415176370000005	9.8750693462400001	9.7369803640899999	9.6017140786800006	9.4269375555199986	9.4591358382600017	9.22722313483	9.0904136235599999	8.9449622344199984	8.5497705755000002	8.5137106184500002	8.0353441644300005	7.6854693341799996	7.30650228947	7.3230840313100005	6.8787302973499997	6.6491798735699996	6.1881690549099995	6.2797206698199997	5.9523928989199995	5.4057679833399996	5.0609488950100001	4.8816759967000003	4.8201489521499994	4.3684463566599998	3.7552041645999998
24.0	9.9468322458900005	9.8566026242499998	9.7672060134500001	9.4805470818800011	9.2058831671399997	8.9604931086199997	8.6785148327300004	8.5660715996600008	8.2462786942600008	7.7449542919199992	7.5949710851800001	7.0132860111100008	6.5748925326999998	5.9790805477499998	5.9783127470599995	5.7800479032699998	5.3376827443100003	5.2070870127299997	4.7035959524800006	4.5633896087599997	4.3844367560500004	4.1240628961899999	3.8566697879800005	3.4289305588399999	3.4979927082699995	3.0833967857099998	2.6680773772599999
32.0	9.8990879704899992	9.7573857305899985	9.4520599848699991	9.0992333698699994	8.6920708811600012	8.4448643419100016	8.1347471900699997	7.7854976770200004	7.2979303822300006	7.1025816114399998	6.6075753634500005	5.8295728436800003	5.71328634235	5.25978723373	4.8318117780999996	4.7857560972500002	4.6951004318200003	4.0114075397700004	3.7129679537199998	3.6498219919000001	3.44950846925	3.2867651168000003	2.9294489280900002	2.6809805943000002	2.6151277259099999	2.3182477230099998	1.9644077787700001
40.0	9.8493477834399989	9.6026687602399985	9.2475761231399982	8.6548368137999994	8.1938254807500002	7.7505499125300004	7.3288287026100001	7.0949061988899995	6.5071463791399999	5.8445457785800006	5.7049916981800006	5.1171927010000005	4.8410796891800008	4.4476413516400006	4.3334315625099995	4.0547381366199993	3.7326338670300001	3.4547110412800004	3.1832749661999999	3.00262390962	2.7919952228299998	2.8058856271599995	2.4204753045099996	2.3467112644799997	2.2273299303999998	1.9944004836000002	1.6648951949000002
