Frequency	Angle	Speed	Area	Stdev
320	112	1.0	0.829224741188	0.17402541241
384	112	1.0	0.712857116147	0.152102007893
512	112	1.0	0.564948019518	0.114274339038

0.5	128	1.0	8.57310431517	0.984263893148
1	128	1.0	7.54503591253	1.11741379378
2	128	1.0	5.90808889297	1.27059229955
4	128	1.0	4.69953427675	1.06249791302
6	128	1.0	3.82278624967	0.834642587137
8	128	1.0	3.27760036119	0.695962822273
10	128	1.0	3.07939179233	0.658012370957
12	128	1.0	2.91663819182	0.655952507355
16	128	1.0	2.58306137516	0.562124495481
20	128	1.0	2.28594637542	0.440890231515
24	128	1.0	2.09549084621	0.431511722805
32	128	1.0	1.87841731923	0.404454456937
40	128	1.0	1.72808666547	0.371137504393
48	128	1.0	1.56487827332	0.342086803305
56	128	1.0	1.48359898383	0.322530383712
64	128	1.0	1.3606849724	0.292071602917
80	128	1.0	1.26773339264	0.305214558043
96	128	1.0	1.1265689495	0.252533137589
112	128	1.0	1.06010160875	0.197018572322
128	128	1.0	1.01317055295	0.220404886094
160	128	1.0	0.929315592723	0.217163342938
192	128	1.0	0.848044382789	0.201934753769
224	128	1.0	0.80290209595	0.177570440697
256	128	1.0	0.7131431334	0.146991774108
320	128	1.0	0.702796827049	0.140132144107
384	128	1.0	0.584309218168	0.112874998042
512	128	1.0	0.496897052651	0.105040992092

0.5	144	1.0	8.3052263807	1.10025111521
1	144	1.0	6.72067726934	1.09384709571
2	144	1.0	5.26348690876	1.10614656914
4	144	1.0	4.20337876415	0.869559093434
6	144	1.0	3.50203808985	0.780072751598
8	144	1.0	3.16543978163	0.643810017683
10	144	1.0	2.82959201105	0.640329661754
12	144	1.0	2.68974297053	0.55318093316
16	144	1.0	2.2820722578	0.508227014011
20	144	1.0	2.0881945976	0.44207624138
24	144	1.0	1.87870154702	0.350541921782
32	144	1.0	1.62562476905	0.369546064991
40	144	1.0	1.52533396137	0.317022719262
48	144	1.0	1.36884368804	0.282819148889
56	144	1.0	1.30429269382	0.293355168449
64	144	1.0	1.1787784015	0.244369376318
80	144	1.0	1.13345482017	0.247118490032
96	144	1.0	1.00764629509	0.218862696004
112	144	1.0	0.92169815151	0.191729749074
128	144	1.0	0.871018984104	0.207125438185
160	144	1.0	0.81310079672	0.180607042926
192	144	1.0	0.748491526587	0.169201502653
224	144	1.0	0.707273913354	0.143947939587
256	144	1.0	0.626141013793	0.133278704074
320	144	1.0	0.617981898368	0.114061609771
384	144	1.0	0.55073288687	0.112333016847
512	144	1.0	0.458985396629	0.100181310478

0.5	160	1.0	7.57451754669	1.13805409251
1	160	1.0	6.57708221773	1.23424127549
2	160	1.0	5.2157336094	1.14482465518
4	160	1.0	3.95651802633	0.87004656711
6	160	1.0	3.15680367605	0.632625271204
