#Subject	Angle	Frequency	Speed	Average_cursor_speed
05	0	13	2.19	9.03460296742
05	0	1	2.19	7.88167747727
05	0	20	2.19	5.66161364777
05	0	2	2.19	8.00220794779
05	0	30	2.19	9.4205524271
05	0	4	2.19	7.31579439301
05	0	8	2.19	8.69208034103
05	120	13	2.19	7.59122145843
05	120	1	2.19	8.64312097911
05	120	20	2.19	4.37356138664
05	120	2	2.19	5.91655195647
05	120	30	2.19	6.35342821492
05	120	4	2.19	5.32473599639
05	120	8	2.19	5.53089436591
05	180	13	2.19	6.29084875758
05	180	1	2.19	5.52933128974
05	180	20	2.19	6.26885103838
05	180	2	2.19	6.32569946471
05	180	30	2.19	4.55276836438
05	180	4	2.19	4.82468737688
05	180	8	2.19	5.25048111143
05	30	13	2.19	5.94084530906
05	30	1	2.19	6.26624093461
05	30	20	2.19	8.92638446775
05	30	2	2.19	6.59900186957
05	30	30	2.19	5.36609702955
05	30	4	2.19	7.00055991332
05	30	8	2.19	6.52446367539
05	60	13	2.19	5.51800013936
05	60	1	2.19	5.91663468614
05	60	20	2.19	6.28525780327
05	60	2	2.19	7.06519867826
05	60	30	2.19	1.31410426746
05	60	4	2.19	5.05202521461
05	60	8	2.19	5.89222317349
05	90	13	2.19	4.76295726261
05	90	1	2.19	10.885193503
05	90	20	2.19	5.81224749669
05	90	2	2.19	5.11495230573
05	90	30	2.19	5.01940115232
05	90	4	2.19	5.69020993357
05	90	8	2.19	4.47938120514
06	0	13	2.19	6.34643599344
06	0	1	2.19	6.82395636574
06	0	20	2.19	8.43927935577
06	0	2	2.19	9.80211972796
06	0	30	2.19	11.1987148515
06	0	4	2.19	9.43738881036
06	0	8	2.19	7.95866508597
06	120	13	2.19	5.03701003989
06	120	1	2.19	5.93763737465
06	120	20	2.19	4.32184789112
06	120	2	2.19	7.2352338186
06	120	30	2.19	9.68711969936
06	120	4	2.19	5.42689054171
06	120	8	2.19	4.97254349703
06	180	13	2.19	6.832506428
06	180	1	2.19	6.71299894594
06	180	20	2.19	6.75018326698
06	180	2	2.19	7.17844382807
06	180	30	2.19	7.19979771451
06	180	4	2.19	4.41254981139
06	180	8	2.19	4.12438035609
06	30	13	2.19	6.30818375607
06	30	1	2.19	10.8176147778
06	30	20	2.19	6.085370201
06	30	2	2.19	8.57899880464
06	30	30	2.19	6.58678580033
06	30	4	2.19	1.10862145554
06	30	8	2.19	6.33023919211
06	60	13	2.19	4.40625239785
06	60	1	2.19	9.43438889937
06	60	20	2.19	4.72039841688
06	60	2	2.19	6.67803791712
06	60	30	2.19	0.89517989683
06	60	4	2.19	9.19208483887
06	60	8	2.19	7.66435218762
06	90	13	2.19	5.51579009016
06	90	1	2.19	8.44975208052
06	90	20	2.19	5.63077970873
06	90	2	2.19	7.89982262657
06	90	30	2.19	5.20725901665
06	90	4	2.19	7.03410416331
06	90	8	2.19	5.16912485852
07	0	13	2.19	8.29791036508
07	0	1	2.19	6.83660726125
07	0	20	2.19	5.67860200627
07	0	2	2.19	6.00776730931
07	0	30	2.19	7.02952010503
07	0	4	2.19	6.19180000343
07	0	8	2.19	5.23259193542
07	120	13	2.19	3.42515089442
07	120	1	2.19	5.34600540152
07	120	20	2.19	2.77921337562
07	120	2	2.19	3.66702011172
07	120	30	2.19	3.63936195031
07	120	4	2.19	5.81899837713
07	120	8	2.19	4.99626129694
07	180	13	2.19	2.37898311254
07	180	1	2.19	8.02503051318
07	180	20	2.19	3.96227906849
07	180	2	2.19	3.89453347681
07	180	30	2.19	5.02619978779
07	180	4	2.19	2.95091620421
07	180	8	2.19	2.98669384719
07	30	13	2.19	4.05337298918
07	30	1	2.19	8.58193870495
07	30	20	2.19	6.90497610477
07	30	2	2.19	5.79650622063
07	30	30	2.19	5.04864983516
