A_exp	F_exp	Mean_std
1.137	3.457	2.35076141452
1.137	3.506	2.36413050581
1.137	3.556	2.36947098713
1.137	3.605	2.38176337343
1.137	3.654	2.38291800944
1.137	3.704	2.38656183473
1.137	3.753	2.39246888545
1.137	3.803	2.40286819011
1.137	3.852	2.4041261818
1.137	3.901	2.40689831161
1.137	3.951	2.41359727752
1.137	4	2.42980500433

1.186	0.1	1.51092391159
1.186	0.1494	1.29325772589
1.186	0.1987	1.1071284826
1.186	0.2481	0.928695982831
1.186	0.2975	0.74841861479
1.186	0.3468	0.621564880054
1.186	0.3962	0.464328682713
1.186	0.4456	0.356613378122
1.186	0.4949	0.24301327117
1.186	0.5443	0.165519582152
1.186	0.5937	0.162986907836
1.186	0.643	0.209741549644
1.186	0.6924	0.296194461532
1.186	0.7418	0.382835387132
1.186	0.7911	0.479359409108
1.186	0.8405	0.552039953065
1.186	0.8899	0.65073398291
1.186	0.9392	0.720683869438
1.186	0.9886	0.807462148609
1.186	1.038	0.874786276517
1.186	1.087	0.941659540401
1.186	1.137	0.99465074606
1.186	1.186	1.07394552492
1.186	1.235	1.15035851144
1.186	1.285	1.19914763336
1.186	1.334	1.26432007818
1.186	1.384	1.31996371956
1.186	1.433	1.38737294983
1.186	1.482	1.42556504775
1.186	1.532	1.48268442533
1.186	1.581	1.53936104956
1.186	1.63	1.57260081561
1.186	1.68	1.6277191471
1.186	1.729	1.65963733942
1.186	1.778	1.69426806533
1.186	1.828	1.72498795301
1.186	1.877	1.7618763912
1.186	1.927	1.79752974574
1.186	1.976	1.82798398855
1.186	2.025	1.85960835159
1.186	2.075	1.8774842876
1.186	2.124	1.89849712274
1.186	2.173	1.93651003001
1.186	2.223	1.96389375644
1.186	2.272	1.99469145919
1.186	2.322	2.00577719464
1.186	2.371	2.01386118892
1.186	2.42	2.04230036914
1.186	2.47	2.06193659739
1.186	2.519	2.07550550292
1.186	2.568	2.1121175928
1.186	2.618	2.12454677352
1.186	2.667	2.13300713909
1.186	2.716	2.16222237126
1.186	2.766	2.17511430556
1.186	2.815	2.17981144939
1.186	2.865	2.20517708571
1.186	2.914	2.21693600237
1.186	2.963	2.23015811511
1.186	3.013	2.2410582951
1.186	3.062	2.25010368267
1.186	3.111	2.26530577383
1.186	3.161	2.27545793952
1.186	3.21	2.27937714425
1.186	3.259	2.29008839882
1.186	3.309	2.29190476675
1.186	3.358	2.3012565112
1.186	3.408	2.3038739285
1.186	3.457	2.31227740952
1.186	3.506	2.31584392894
1.186	3.556	2.32000732245
1.186	3.605	2.35076141452
1.186	3.654	2.36413050581
1.186	3.704	2.36947098713
1.186	3.753	2.37242335362
1.186	3.803	2.38291800944
1.186	3.852	2.38656183473
1.186	3.901	2.38691434989
1.186	3.951	2.39836873748
1.186	4	2.40376599729

1.235	0.1	1.52274180077
1.235	0.1494	1.3250690816
1.235	0.1987	1.13462920675
1.235	0.2481	0.964205101214
1.235	0.2975	0.813762553867
1.235	0.3468	0.658461755148
1.235	0.3962	0.522711081013
1.235	0.4456	0.395106864388
1.235	0.4949	0.288306105274
1.235	0.5443	0.199171190681
1.235	0.5937	0.152710812449
1.235	0.643	0.185384648113
1.235	0.6924	0.241053229301
1.235	0.7418	0.34209858891
1.235	0.7911	0.408481211512
1.235	0.8405	0.489277321046
1.235	0.8899	0.577834615984
1.235	0.9392	0.658827411424
1.235	0.9886	0.739412191442
1.235	1.038	0.813997957842
1.235	1.087	0.875212051505
1.235	1.137	0.944771251012
1.235	1.186	0.995412067306
1.235	1.235	1.08916802353
1.235	1.285	1.14630454335
1.235	1.334	1.18466774795
1.235	1.384	1.26430301614
1.235	1.433	1.31390151977
1.235	1.482	1.36221592823
1.235	1.532	1.41581307245
1.235	1.581	1.47086567366
1.235	1.63	1.52555947255
1.235	1.68	1.56122322507
1.235	1.729	1.61510984595
1.235	1.778	1.64626081074
1.235	1.828	1.68076654396
1.235	1.877	1.70665555291
1.235	1.927	1.75198297676
1.235	1.976	1.78175247859
1.235	2.025	1.80643807181
1.235	2.075	1.83498886279
1.235	2.124	1.86425064415
1.235	2.173	1.88326538062
1.235	2.223	1.90567382503
1.235	2.272	1.94384189254
1.235	2.322	1.96389375644
1.235	2.371	1.99469145919
1.235	2.42	2.00577719464
1.235	2.47	2.01386118892
1.235	2.519	2.04230036914
1.235	2.568	2.06193659739
1.235	2.618	2.07095959164
1.235	2.667	2.10039074874
1.235	2.716	2.12253263398
1.235	2.766	2.13404321009
1.235	2.815	2.14983991879
1.235	2.865	2.17146482511
1.235	2.914	2.17608906662
1.235	2.963	2.18417834238
1.235	3.013	2.21163160733
1.235	3.062	2.22675094295
1.235	3.111	2.23779188067
1.235	3.161	2.24771941124
1.235	3.21	2.25573640862
1.235	3.259	2.2658460553
1.235	3.309	2.27937714425
1.235	3.358	2.28114590603
1.235	3.408	2.29008839882
1.235	3.457	2.29393398314
1.235	3.506	2.3012565112
1.235	3.556	2.30369425634
1.235	3.605	2.31227740952
1.235	3.654	2.31584392894
1.235	3.704	2.32000732245
1.235	3.753	2.35076141452
1.235	3.803	2.36413050581
1.235	3.852	2.36947098713
1.235	3.901	2.36938620603
1.235	3.951	2.38129435195
1.235	4	2.38467034959

1.285	0.1	1.5356909359
1.285	0.1494	1.34933066218
1.285	0.1987	1.15749356338
1.285	0.2481	1.00463456268
1.285	0.2975	0.863299327236
1.285	0.3468	0.701741435091
1.285	0.3962	0.549705724905
1.285	0.4456	0.436327685535
1.285	0.4949	0.323226517938
1.285	0.5443	0.236342368964
1.285	0.5937	0.164637744272
1.285	0.643	0.162986907836
1.285	0.6924	0.205778873285
1.285	0.7418	0.291482468375
1.285	0.7911	0.36354861446
1.285	0.8405	0.429501347049
1.285	0.8899	0.507098857489
1.285	0.9392	0.598016033372
1.285	0.9886	0.670317282775
1.285	1.038	0.75441204809
1.285	1.087	0.822325549981
1.285	1.137	0.881299078808
1.285	1.186	0.946455603788
1.285	1.235	1.00119717881
1.285	1.285	1.09062761318
1.285	1.334	1.13591538054
1.285	1.384	1.18289841696
1.285	1.433	1.26249401173
1.285	1.482	1.31271981205
1.285	1.532	1.34016542786
1.285	1.581	1.41411709263
1.285	1.63	1.46181593911
1.285	1.68	1.5114114761
1.285	1.729	1.54966809353
1.285	1.778	1.58770419114
1.285	1.828	1.63403710956
1.285	1.877	1.65996987637
1.285	1.927	1.69426806533
1.285	1.976	1.72498795301
1.285	2.025	1.75590101201
1.285	2.075	1.79411417094
1.285	2.124	1.81583848264
1.285	2.173	1.84426542245
1.285	2.223	1.866914828
1.285	2.272	1.88671194966
1.285	2.322	1.91361143274
1.285	2.371	1.94384189254
1.285	2.42	1.96781273325
1.285	2.47	1.99469145919
1.285	2.519	2.00577719464
1.285	2.568	2.01386118892
1.285	2.618	2.04237356793
1.285	2.667	2.06193659739
1.285	2.716	2.07095959164
1.285	2.766	2.10039074874
1.285	2.815	2.11591325466
1.285	2.865	2.13187239818
1.285	2.914	2.14020286303
1.285	2.963	2.16536311169
1.285	3.013	2.17511430556
1.285	3.062	2.17981144939
1.285	3.111	2.20517708571
1.285	3.161	2.22158202867
1.285	3.21	2.23015811511
1.285	3.259	2.2410582951
1.285	3.309	2.24995603745
1.285	3.358	2.25573640862
1.285	3.408	2.27094384198
1.285	3.457	2.27937714425
1.285	3.506	2.27723389703
1.285	3.556	2.29047177562
1.285	3.605	2.29392857928
1.285	3.654	2.3012565112
1.285	3.704	2.30704197807
1.285	3.753	2.31227740952
1.285	3.803	2.31584392894
1.285	3.852	2.32000732245
1.285	3.901	2.35037176987
1.285	3.951	2.36413050581
1.285	4	2.36947098713

1.334	0.1	1.54594580099
1.334	0.1494	1.36422443661
1.334	0.1987	1.18930702474
1.334	0.2481	1.02932826927
1.334	0.2975	0.883872041263
1.334	0.3468	0.724256383962
1.334	0.3962	0.606516400722
1.334	0.4456	0.464328682713
1.334	0.4949	0.365749995681
1.334	0.5443	0.264040443331
1.334	0.5937	0.183337963333
1.334	0.643	0.152710812449
1.334	0.6924	0.185384648113
1.334	0.7418	0.232770498923
1.334	0.7911	0.312535575791
1.334	0.8405	0.388816426729
1.334	0.8899	0.479359409108
1.334	0.9392	0.549391681222
1.334	0.9886	0.615357308582
1.334	1.038	0.696212061657
1.334	1.087	0.765344789416
1.334	1.137	0.827045938531
1.334	1.186	0.904078601113
1.334	1.235	0.953126506647
1.334	1.285	1.00119717881
1.334	1.334	1.07928591738
1.334	1.384	1.13591538054
1.334	1.433	1.18233284115
1.334	1.482	1.25627900956
1.334	1.532	1.30867196165
1.334	1.581	1.33495601665
1.334	1.63	1.40394592277
1.334	1.68	1.43823385978
1.334	1.729	1.48750637096
1.334	1.778	1.53936104956
1.334	1.828	1.5706720072
1.334	1.877	1.62002347611
1.334	1.927	1.64979174075
1.334	1.976	1.68076654396
1.334	2.025	1.70665555291
1.334	2.075	1.72821676631
1.334	2.124	1.77217651527
1.334	2.173	1.79752974574
1.334	2.223	1.82798398855
1.334	2.272	1.85547346941
1.334	2.322	1.87051549995
1.334	2.371	1.89268315279
1.334	2.42	1.91455434886
1.334	2.47	1.95274059728
1.334	2.519	1.96781273325
1.334	2.568	1.99469145919
1.334	2.618	2.00577719464
1.334	2.667	2.01386118892
1.334	2.716	2.04237356793
1.334	2.766	2.06193659739
1.334	2.815	2.07095959164
1.334	2.865	2.09768760638
1.334	2.914	2.11489563767
1.334	2.963	2.12454677352
1.334	3.013	2.13718252717
1.334	3.062	2.16349274327
1.334	3.111	2.17511430556
1.334	3.161	2.17981144939
1.334	3.21	2.20302204151
1.334	3.259	2.2160804835
1.334	3.309	2.22675094295
1.334	3.358	2.23779188067
1.334	3.408	2.2445132657
1.334	3.457	2.25573640862
1.334	3.506	2.26530577383
1.334	3.556	2.27545793952
1.334	3.605	2.27937714425
1.334	3.654	2.2856205886
1.334	3.704	2.29190476675
1.334	3.753	2.3012565112
1.334	3.803	2.3012565112
1.334	3.852	2.3109295789
1.334	3.901	2.31227740952
1.334	3.951	2.31584392894
1.334	4	2.32000732245

1.384	0.1	1.56588132206
1.384	0.1494	1.38476583233
1.384	0.1987	1.21260827126
1.384	0.2481	1.05617675911
1.384	0.2975	0.911394237856
1.384	0.3468	0.74841861479
1.384	0.3962	0.643688169595
1.384	0.4456	0.520333121194
1.384	0.4949	0.418576170459
1.384	0.5443	0.302403432172
1.384	0.5937	0.222656408772
1.384	0.643	0.159905759398
1.384	0.6924	0.162986907836
1.384	0.7418	0.204445739779
1.384	0.7911	0.264360722003
1.384	0.8405	0.353946175521
1.384	0.8899	0.410936562531
1.384	0.9392	0.489277321046
1.384	0.9886	0.564720663307
1.384	1.038	0.65073398291
1.384	1.087	0.710266861003
1.384	1.137	0.776962943706
1.384	1.186	0.833482835373
1.384	1.235	0.910926051279
1.384	1.285	0.955765216567
1.384	1.334	1.00119717881
1.384	1.384	1.0885969921
1.384	1.433	1.13591538054
1.384	1.482	1.18233284115
1.384	1.532	1.22928231582
1.384	1.581	1.29601715515
1.384	1.63	1.32604188325
1.384	1.68	1.3878602107
1.384	1.729	1.42556504775
1.384	1.778	1.48078710669
1.384	1.828	1.52555947255
1.384	1.877	1.55301049787
1.384	1.927	1.60272175147
1.384	1.976	1.63479639908
1.384	2.025	1.6677716635
1.384	2.075	1.69426806533
1.384	2.124	1.72498795301
1.384	2.173	1.75478079022
1.384	2.223	1.79091854755
1.384	2.272	1.81434449319
1.384	2.322	1.83394977954
1.384	2.371	1.86241865122
1.384	2.42	1.8774842876
1.384	2.47	1.89312357974
1.384	2.519	1.91912275198
1.384	2.568	1.96014259325
1.384	2.618	1.97372259454
1.384	2.667	1.99469145919
1.384	2.716	2.00649324921
1.384	2.766	2.01386118892
1.384	2.815	2.04237356793
1.384	2.865	2.06193659739
1.384	2.914	2.06552890322
1.384	2.963	2.09090689973
1.384	3.013	2.11450942384
1.384	3.062	2.12454677352
1.384	3.111	2.13300713909
1.384	3.161	2.15782845805
1.384	3.21	2.17146482511
1.384	3.259	2.17608906662
1.384	3.309	2.18417834238
1.384	3.358	2.20930347052
1.384	3.408	2.22158202867
1.384	3.457	2.23015811511
1.384	3.506	2.2410582951
1.384	3.556	2.24783319911
1.384	3.605	2.25573640862
1.384	3.654	2.2703191354
1.384	3.704	2.27692829457
1.384	3.753	2.28114241253
1.384	3.803	2.29008839882
1.384	3.852	2.29190476675
1.384	3.901	2.3012565112
1.384	3.951	2.3012565112
1.384	4	2.3109295789

1.433	0.1	1.56829432246
1.433	0.1494	1.41372402427
1.433	0.1987	1.22802746626
1.433	0.2481	1.0872046749
1.433	0.2975	0.936332258235
1.433	0.3468	0.813762553867
1.433	0.3962	0.67462392914
1.433	0.4456	0.542558213717
1.433	0.4949	0.440447558952
1.433	0.5443	0.341678726138
1.433	0.5937	0.254629628063
1.433	0.643	0.178220061512
1.433	0.6924	0.153519222036
1.433	0.7418	0.182100928687
1.433	0.7911	0.224377657598
1.433	0.8405	0.303311350951
1.433	0.8899	0.372058639187
1.433	0.9392	0.433471077699
1.433	0.9886	0.505764126857
1.433	1.038	0.591362430204
1.433	1.087	0.65655300375
1.433	1.137	0.724703728384
1.433	1.186	0.780224669429
1.433	1.235	0.856213090935
1.433	1.285	0.916342204902
1.433	1.334	0.962333236943
1.433	1.384	1.00654954016
1.433	1.433	1.08327859364
1.433	1.482	1.13756607547
1.433	1.532	1.17704599416
1.433	1.581	1.22927237061
1.433	1.63	1.27618697753
1.433	1.68	1.32731499884
1.433	1.729	1.38363046857
1.433	1.778	1.41831804145
1.433	1.828	1.46979895346
1.433	1.877	1.51218992013
1.433	1.927	1.54494290652
1.433	1.976	1.57998514724
1.433	2.025	1.62657726441
1.433	2.075	1.65720046963
1.433	2.124	1.68076654396
1.433	2.173	1.70665555291
1.433	2.223	1.72821676631
1.433	2.272	1.77205690461
1.433	2.322	1.79453386927
1.433	2.371	1.81583848264
1.433	2.42	1.84426542245
1.433	2.47	1.86539145445
1.433	2.519	1.88326538062
1.433	2.568	1.89849712274
1.433	2.618	1.920842871
1.433	2.667	1.96348273289
1.433	2.716	1.97569724519
1.433	2.766	1.99469145919
1.433	2.815	2.00649324921
1.433	2.865	2.01386118892
1.433	2.914	2.04237356793
1.433	2.963	2.05996201811
1.433	3.013	2.06552890322
1.433	3.062	2.08956222232
1.433	3.111	2.1121175928
1.433	3.161	2.12454677352
1.433	3.21	2.13404321009
1.433	3.259	2.14983991879
1.433	3.309	2.16536311169
1.433	3.358	2.17511430556
1.433	3.408	2.17981144939
1.433	3.457	2.20425088959
1.433	3.506	2.21576449514
1.433	3.556	2.22675094295
1.433	3.605	2.23779188067
1.433	3.654	2.2445132657
1.433	3.704	2.25440560028
1.433	3.753	2.26530577383
1.433	3.803	2.27094384198
1.433	3.852	2.27937714425
1.433	3.901	2.28114590603
1.433	3.951	2.29008839882
1.433	4	2.29190476675

1.482	0.1	1.57682443836
1.482	0.1494	1.42199746253
1.482	0.1987	1.25775075143
1.482	0.2481	1.1071284826
1.482	0.2975	0.967045993547
1.482	0.3468	0.854305424374
1.482	0.3962	0.703855048019
1.482	0.4456	0.577376870461
1.482	0.4949	0.464328682713
1.482	0.5443	0.378923404642
1.482	0.5937	0.288306105274
1.482	0.643	0.211776055724
1.482	0.6924	0.158128702866
1.482	0.7418	0.162986907836
1.482	0.7911	0.200243421985
1.482	0.8405	0.258102799875
1.482	0.8899	0.34209858891
1.482	0.9392	0.392548079901
1.482	0.9886	0.479359409108
1.482	1.038	0.536372818484
1.482	1.087	0.602719041227
1.482	1.137	0.668792770312
1.482	1.186	0.739412191442
1.482	1.235	0.807462148609
1.482	1.285	0.862346323289
1.482	1.334	0.91634933864
1.482	1.384	0.962333236943
1.482	1.433	1.00692389621
1.482	1.482	1.07843261557
1.482	1.532	1.1335568355
1.482	1.581	1.17646808601
1.482	1.63	1.22927237061
1.482	1.68	1.27113406941
1.482	1.729	1.31996371956
1.482	1.778	1.36221592823
1.482	1.828	1.41519943818
1.482	1.877	1.45845962708
1.482	1.927	1.50287930873
1.482	1.976	1.53936104956
1.482	2.025	1.56976468026
1.482	2.075	1.61510984595
1.482	2.124	1.64047208029
1.482	2.173	1.67302418535
1.482	2.223	1.69426806533
1.482	2.272	1.71625159137
1.482	2.322	1.75478079022
1.482	2.371	1.78175247859
1.482	2.42	1.79786485729
1.482	2.47	1.82798398855
1.482	2.519	1.85175192997
1.482	2.568	1.866914828
1.482	2.618	1.88671194966
1.482	2.667	1.90567382503
1.482	2.716	1.93651003001
1.482	2.766	1.96389375644
1.482	2.815	1.98037078128
1.482	2.865	1.99469145919
1.482	2.914	2.00649324921
1.482	2.963	2.01386118892
1.482	3.013	2.04237356793
1.482	3.062	2.05996201811
1.482	3.111	2.06552890322
1.482	3.161	2.08806487397
1.482	3.21	2.1121175928
1.482	3.259	2.12253263398
1.482	3.309	2.13187239818
1.482	3.358	2.14020286303
1.482	3.408	2.16349274327
1.482	3.457	2.17511430556
1.482	3.506	2.17608906662
1.482	3.556	2.18417834238
1.482	3.605	2.20930347052
1.482	3.654	2.22158202867
1.482	3.704	2.23015811511
1.482	3.753	2.2410582951
1.482	3.803	2.24771941124
1.482	3.852	2.25573640862
1.482	3.901	2.26551592488
1.482	3.951	2.27545793952
1.482	4	2.27937714425

1.532	0.1	1.59330392066
1.532	0.1494	1.44151687747
1.532	0.1987	1.27265252432
1.532	0.2481	1.12919834943
1.532	0.2975	1.00047587787
1.532	0.3468	0.876201693636
1.532	0.3962	0.730835709722
1.532	0.4456	0.624626054548
1.532	0.4949	0.520333121194
1.532	0.5443	0.421048262072
1.532	0.5937	0.314948064476
1.532	0.643	0.236342368964
1.532	0.6924	0.173005428599
1.532	0.7418	0.153658100043
1.532	0.7911	0.179518609585
1.532	0.8405	0.21721090899
1.532	0.8899	0.296194461532
1.532	0.9392	0.358083291496
1.532	0.9886	0.415982529269
1.532	1.038	0.488854510322
1.532	1.087	0.552271714322
1.532	1.137	0.615357308582
1.532	1.186	0.695887711552
1.532	1.235	0.752841048265
1.532	1.285	0.809662436981
1.532	1.334	0.862346323289
1.532	1.384	0.92379713397
1.532	1.433	0.971563213809
1.532	1.482	1.00692389621
1.532	1.532	1.09217269581
1.532	1.581	1.1335568355
1.532	1.63	1.17646808601
1.532	1.68	1.22302441071
1.532	1.729	1.26740702631
1.532	1.778	1.3174239571
1.532	1.828	1.3536646037
1.532	1.877	1.4050930248
1.532	1.927	1.43823385978
1.532	1.976	1.48268442533
1.532	2.025	1.52890232258
1.532	2.075	1.55301049787
1.532	2.124	1.58770419114
1.532	2.173	1.6277191471
1.532	2.223	1.65720046963
1.532	2.272	1.68076654396
1.532	2.322	1.70665555291
1.532	2.371	1.72821676631
1.532	2.42	1.75786536339
1.532	2.47	1.79411417094
1.532	2.519	1.81434449319
1.532	2.568	1.82832706418
1.532	2.618	1.85960835159
1.532	2.667	1.87051549995
1.532	2.716	1.88671194966
1.532	2.766	1.91020488813
1.532	2.815	1.93980057882
1.532	2.865	1.96389375644
1.532	2.914	1.98116527537
1.532	2.963	1.99469145919
1.532	3.013	2.00649324921
1.532	3.062	2.01386118892
1.532	3.111	2.04237356793
1.532	3.161	2.05996201811
1.532	3.21	2.06513007011
1.532	3.259	2.07661503106
1.532	3.309	2.10039074874
1.532	3.358	2.11950445277
1.532	3.408	2.12906312873
1.532	3.457	2.13718252717
1.532	3.506	2.16222237126
1.532	3.556	2.17146482511
1.532	3.605	2.17608906662
1.532	3.654	2.17981144939
1.532	3.704	2.20517708571
1.532	3.753	2.21576449514
1.532	3.803	2.22675094295
1.532	3.852	2.23779188067
1.532	3.901	2.2410582951
1.532	3.951	2.25010368267
1.532	4	2.25573640862

1.581	0.1	1.60513350045
1.581	0.1494	1.45613718544
1.581	0.1987	1.29325772589
1.581	0.2481	1.15309614077
1.581	0.2975	1.01897561864
1.581	0.3468	0.897231560579
1.581	0.3962	0.74841861479
1.581	0.4456	0.654270994938
1.581	0.4949	0.542558213717
1.581	0.5443	0.443071366036
1.581	0.5937	0.356613378122
1.581	0.643	0.268977693378
1.581	0.6924	0.201060813292
1.581	0.7418	0.155878730088
1.581	0.7911	0.162986907836
1.581	0.8405	0.200243421985
1.581	0.8899	0.247577935135
1.581	0.9392	0.315918534338
1.581	0.9886	0.382835387132
1.581	1.038	0.440302383588
1.581	1.087	0.505764126857
1.581	1.137	0.577752574872
1.581	1.186	0.65073398291
1.581	1.235	0.701683708277
1.581	1.285	0.762066397907
1.581	1.334	0.816456933851
1.581	1.384	0.874786276517
1.581	1.433	0.932046878381
1.581	1.482	0.983505182882
1.581	1.532	1.00692389621
1.581	1.581	1.0690943352
1.581	1.63	1.13053578099
1.581	1.68	1.17587586604
1.581	1.729	1.21453142803
1.581	1.778	1.26432007818
1.581	1.828	1.31271981205
1.581	1.877	1.33495601665
1.581	1.927	1.40327480934
1.581	1.976	1.42556504775
1.581	2.025	1.47393251852
1.581	2.075	1.51218992013
1.581	2.124	1.54215916266
1.581	2.173	1.57260081561
1.581	2.223	1.62002347611
1.581	2.272	1.64626081074
1.581	2.322	1.67488769909
1.581	2.371	1.69426806533
1.581	2.42	1.71395093365
1.581	2.47	1.75198297676
1.581	2.519	1.77280729866
1.581	2.568	1.79752974574
1.581	2.618	1.81583848264
1.581	2.667	1.84116116705
1.581	2.716	1.86425064415
1.581	2.766	1.8774842876
1.581	2.815	1.89268315279
1.581	2.865	1.91455434886
1.581	2.914	1.94384189254
1.581	2.963	1.96389375644
1.581	3.013	1.99334154078
1.581	3.062	2.00019674917
1.581	3.111	2.00649324921
1.581	3.161	2.01386118892
1.581	3.21	2.04237356793
1.581	3.259	2.05814531976
1.581	3.309	2.06513007011
1.581	3.358	2.07550550292
1.581	3.408	2.10039074874
1.581	3.457	2.11591325466
1.581	3.506	2.12454677352
1.581	3.556	2.13300713909
1.581	3.605	2.15782845805
1.581	3.654	2.16993772857
1.581	3.704	2.17511430556
1.581	3.753	2.17981144939
1.581	3.803	2.20288477545
1.581	3.852	2.20930347052
1.581	3.901	2.22158202867
1.581	3.951	2.23015811511
1.581	4	2.2410582951

1.63	0.1	1.61134779103
1.63	0.1494	1.47013809676
1.63	0.1987	1.32419845322
1.63	0.2481	1.15919522999
1.63	0.2975	1.04236533534
1.63	0.3468	0.923654177069
1.63	0.3962	0.809428471455
1.63	0.4456	0.683561136775
1.63	0.4949	0.565450156311
1.63	0.5443	0.464328682713
1.63	0.5937	0.383242585559
1.63	0.643	0.298844079766
1.63	0.6924	0.234414270165
1.63	0.7418	0.172541479038
1.63	0.7911	0.153421526777
1.63	0.8405	0.17844925837
1.63	0.8899	0.211647393661
1.63	0.9392	0.284733528143
1.63	0.9886	0.353946175521
1.63	1.038	0.399572669439
1.63	1.087	0.479359409108
1.63	1.137	0.525332432982
1.63	1.186	0.593636137079
1.63	1.235	0.65655300375
1.63	1.285	0.711999564876
1.63	1.334	0.773844008782
1.63	1.384	0.822544973218
1.63	1.433	0.874786276517
1.63	1.482	0.932291552819
1.63	1.532	0.983505182882
1.63	1.581	1.0076145476
1.63	1.63	1.0918078045
1.63	1.68	1.13053578099
1.63	1.729	1.16457374202
1.63	1.778	1.21453142803
1.63	1.828	1.26432007818
1.63	1.877	1.30900906321
1.63	1.927	1.32968926328
1.63	1.976	1.3878602107
1.63	2.025	1.42556504775
1.63	2.075	1.46921948474
1.63	2.124	1.50877158221
1.63	2.173	1.53936104956
1.63	2.223	1.56976468026
1.63	2.272	1.60272175147
1.63	2.322	1.63403710956
1.63	2.371	1.65963733942
1.63	2.42	1.68420150368
1.63	2.47	1.70665555291
1.63	2.519	1.72779006469
1.63	2.568	1.75570350563
1.63	2.618	1.79091854755
1.63	2.667	1.80643807181
1.63	2.716	1.82798398855
1.63	2.766	1.84636540552
1.63	2.815	1.866914828
1.63	2.865	1.88326538062
1.63	2.914	1.89312357974
1.63	2.963	1.9146786276
1.63	3.013	1.94389980693
1.63	3.062	1.96389375644
1.63	3.111	1.99469145919
1.63	3.161	2.00468751348
1.63	3.21	2.00649324921
1.63	3.259	2.01386118892
1.63	3.309	2.04237356793
1.63	3.358	2.05707087512
1.63	3.408	2.06513007011
1.63	3.457	2.07201733333
1.63	3.506	2.09768760638
1.63	3.556	2.11450942384
1.63	3.605	2.12454677352
1.63	3.654	2.13102279262
1.63	3.704	2.14983991879
1.63	3.753	2.16349274327
1.63	3.803	2.17511430556
1.63	3.852	2.17608906662
1.63	3.901	2.18417834238
1.63	3.951	2.20517708571
1.63	4	2.21576449514

1.68	0.1	1.6191705792
1.68	0.1494	1.48486725141
1.68	0.1987	1.33717622631
1.68	0.2481	1.18954454908
1.68	0.2975	1.06128308639
1.68	0.3468	0.94057765202
1.68	0.3962	0.846939387194
1.68	0.4456	0.707758746105
1.68	0.4949	0.61106197038
1.68	0.5443	0.512990165763
1.68	0.5937	0.423914784092
1.68	0.643	0.332546335376
1.68	0.6924	0.261915117303
1.68	0.7418	0.196309137636
1.68	0.7911	0.155878730088
1.68	0.8405	0.162986907836
1.68	0.8899	0.200243421985
1.68	0.9392	0.235189965268
1.68	0.9886	0.303311350951
1.68	1.038	0.368288855944
1.68	1.087	0.425817056468
1.68	1.137	0.487518028877
1.68	1.186	0.549391681222
1.68	1.235	0.608736341426
1.68	1.285	0.665106587987
1.68	1.334	0.725083834571
1.68	1.384	0.77887905274
1.68	1.433	0.827303641706
1.68	1.482	0.881299078808
1.68	1.532	0.941136500538
1.68	1.581	0.983505182882
1.68	1.63	1.0076145476
1.68	1.68	1.06034908091
1.68	1.729	1.13053578099
1.68	1.778	1.16457374202
1.68	1.828	1.21453142803
1.68	1.877	1.26430301614
1.68	1.927	1.30844251273
1.68	1.976	1.32604188325
1.68	2.025	1.38363046857
1.68	2.075	1.41519943818
1.68	2.124	1.45501400961
1.68	2.173	1.48750637096
1.68	2.223	1.52890232258
1.68	2.272	1.55050218356
1.68	2.322	1.5824063964
1.68	2.371	1.62657726441
1.68	2.42	1.64979174075
1.68	2.47	1.67488769909
1.68	2.519	1.69426806533
1.68	2.568	1.71395093365
1.68	2.618	1.75198297676
1.68	2.667	1.77217651527
1.68	2.716	1.79411417094
1.68	2.766	1.81583848264
1.68	2.815	1.82832706418
1.68	2.865	1.85829353392
1.68	2.914	1.86913862981
1.68	2.963	1.88424741725
1.68	3.013	1.90567382503
1.68	3.062	1.91912275198
1.68	3.111	1.96014259325
1.68	3.161	1.96781273325
1.68	3.21	1.99469145919
1.68	3.259	2.00468751348
1.68	3.309	2.00649324921
1.68	3.358	2.01386118892
1.68	3.408	2.04237356793
1.68	3.457	2.05340615496
1.68	3.506	2.06513007011
1.68	3.556	2.07095959164
1.68	3.605	2.09768760638
1.68	3.654	2.11265821114
1.68	3.704	2.12454677352
1.68	3.753	2.13254884492
1.68	3.803	2.14020286303
1.68	3.852	2.16349274327
1.68	3.901	2.17284779309
1.68	3.951	2.17608906662
1.68	4	2.17981144939

1.729	0.1	1.623575412
1.729	0.1494	1.49901750663
1.729	0.1987	1.35384421003
1.729	0.2481	1.21260827126
1.729	0.2975	1.09290618751
1.729	0.3468	0.967045993547
1.729	0.3962	0.870763674205
1.729	0.4456	0.740259125373
1.729	0.4949	0.643688169595
1.729	0.5443	0.539737988334
1.729	0.5937	0.443071366036
1.729	0.643	0.363709823285
1.729	0.6924	0.288306105274
1.729	0.7418	0.222656408772
1.729	0.7911	0.169453735854
1.729	0.8405	0.154153411666
1.729	0.8899	0.177779833086
1.729	0.9392	0.211343569239
1.729	0.9886	0.264360722003
1.729	1.038	0.34209858891
1.729	1.087	0.388816426729
1.729	1.137	0.441374234983
1.729	1.186	0.498237125492
1.729	1.235	0.564720663307
1.729	1.285	0.616660878169
1.729	1.334	0.673751305461
1.729	1.384	0.739412191442
