Angle	Frequency	m	p	ARF	AF
96.0	48.0	2.07831950544	-0.00697872815192	665.107510106	4608.0
64.0	112.0	2.05319422861	0.0274460844264	677.312335633	7168.0
144.0	24.0	1.8786372718	0.0332108903159	705.453045922	3456.0
72.0	96.0	2.02316351366	0.0146966824117	705.453045922	6912.0
112.0	40.0	1.92472661253	0.00823840175648	708.350195878	4480.0
56.0	160.0	2.1101311546	-0.00114431406319	708.350195878	8960.0
80.0	80.0	2.00200851862	-0.0182952966371	715.5417528	6400.0
40.0	320.0	2.23707185417	0.00545140550248	715.5417528	12800.0
160.0	20.0	1.86279462938	0.00426230871943	715.5417528	3200.0
48.0	224.0	2.1130410285	-0.0399946643681	718.398218261	10752.0
96.0	56.0	1.93849767217	0.00688202605127	718.398218261	5376.0
180.0	16.0	1.84904733899	0.0116683339223	720.0	2880.0
128.0	32.0	1.87376506022	0.0348729970722	724.077343935	4096.0
16.0	2048.0	2.02237601287	-0.00462501101253	724.077343935	32768.0
32.0	512.0	2.01384254568	-0.00996113516765	724.077343935	16384.0
64.0	128.0	1.96213330069	0.0199173263801	724.077343935	8192.0
72.0	112.0	1.81219402892	0.0621818854729	761.976377587	8064.0
96.0	64.0	1.83145892805	0.010718832721	768.0	6144.0
24.0	1024.0	1.87762615831	0.00697210162837	768.0	24576.0
48.0	256.0	1.91336877058	-0.0514132507034	768.0	12288.0
56.0	192.0	1.96797932323	0.00740359087251	775.958761791	10752.0
112.0	48.0	1.78556958888	0.00909748994491	775.958761791	5376.0
80.0	96.0	1.83644131933	-0.00311263445135	783.836717691	7680.0
160.0	24.0	1.7157104068	-0.0153639173537	783.836717691	3840.0
40.0	384.0	1.94135787732	0.0231384347037	783.836717691	15360.0
180.0	20.0	1.68680683607	-0.0114358888877	804.9844719	3600.0
128.0	40.0	1.71899412939	-0.00878368619062	809.543081003	5120.0
64.0	160.0	1.8278422566	0.0223652431437	809.543081003	10240.0
72.0	128.0	1.75902913169	-0.000880420320751	814.587011927	9216.0
144.0	32.0	1.66706060248	0.00728239441591	814.587011927	4608.0
56.0	224.0	1.82066625883	-0.0262544543204	838.131254637	12544.0
112.0	56.0	1.6506283754	-0.00998615913754	838.131254637	6272.0
80.0	112.0	1.68797759091	-0.0161791175849	846.640419541	8960.0
96.0	80.0	1.65940153005	-0.00628921814627	858.65010336	7680.0
48.0	320.0	1.89126822357	-0.0114394036273	858.65010336	15360.0
180.0	24.0	1.53627620589	0.00835768895469	881.816307402	4320.0
64.0	192.0	1.75355300769	-0.0286279495781	886.810013475	12288.0
128.0	48.0	1.55997692931	-0.0207891935397	886.810013475	6144.0
112.0	64.0	1.57482362722	-0.00714863209253	896.0	7168.0
56.0	256.0	1.649403612	-0.0224906559152	896.0	14336.0
160.0	32.0	1.50620503587	0.0215411313843	905.096679919	5120.0
40.0	512.0	1.60465164561	0.0164884978235	905.096679919	20480.0
80.0	128.0	1.60254312912	-0.0217838147668	905.096679919	10240.0
144.0	40.0	1.52319238664	-0.0205065008313	910.735966128	5760.0
72.0	160.0	1.63653908334	0.00596280642824	910.735966128	11520.0
48.0	384.0	1.64810036103	-0.00524027392356	940.604061229	18432.0
96.0	96.0	1.52948631515	0.0173628953661	940.604061229	9216.0
64.0	224.0	1.58008692389	0.0150577628635	957.864291014	14336.0
128.0	56.0	1.44409189535	-0.00823455803582	957.864291014	7168.0
72.0	192.0	1.55635636247	-0.0158180214633	997.66126516	13824.0
144.0	48.0	1.39424083869	-0.028027134072	997.66126516	6912.0
56.0	320.0	1.63112337932	-0.0074011311869	1001.75845392	17920.0
112.0	80.0	1.41740306806	0.0102601431789	1001.75845392	8960.0
80.0	160.0	1.50556607424	-0.0165361104548	1011.92885125	12800.0
160.0	40.0	1.37610502662	-0.0131216428257	1011.92885125	6400.0
96.0	112.0	1.40080695689	0.000982459974872	1015.96850345	10752.0
180.0	32.0	1.35796041953	0.0101555798889	1018.23376491	5760.0
32.0	1024.0	1.41895215871	0.0294238797506	1024.0	32768.0
128.0	64.0	1.35184299426	0.0176560607732	1024.0	8192.0
64.0	256.0	1.42154551948	0.0167081614789	1024.0	16384.0
16.0	4096.0	1.47232991743	0.0130750841694	1024.0	65536.0
144.0	56.0	1.30144766852	-0.0273186544036	1077.59732739	8064.0
72.0	224.0	1.4231684581	-0.0105656144173	1077.59732739	16128.0
96.0	128.0	1.32970069098	-0.00608792543538	1086.1160159	12288.0
48.0	512.0	1.35014233626	0.0108159525244	1086.1160159	24576.0
24.0	2048.0	1.37670704337	0.00553865117524	1086.1160159	49152.0
56.0	384.0	1.4203607453	-0.00492934824683	1097.37140477	21504.0
112.0	96.0	1.30889309621	0.0143115896924	1097.37140477	10752.0
160.0	48.0	1.23617706006	0.00299147494378	1108.51251684	7680.0
80.0	192.0	1.40652231216	-0.0203489837542	1108.51251684	15360.0
180.0	40.0	1.22770323222	-0.0106890186256	1138.41995766	7200.0
128.0	80.0	1.2532040892	-0.0110611220542	1144.86680448	10240.0
64.0	320.0	1.43371087763	-0.00373659671499	1144.86680448	20480.0
72.0	256.0	1.28034914798	-0.0067293978356	1152.0	18432.0
144.0	64.0	1.21194258575	-0.00270836135293	1152.0	9216.0
112.0	112.0	1.18292707786	0.0138837762655	1185.29658736	12544.0
80.0	224.0	1.26427448844	0.0174410455481	1197.33036377	17920.0
160.0	56.0	1.15173046308	0.00308179382436	1197.33036377	8960.0
96.0	160.0	1.24207428079	-0.00244543257979	1214.3146215	15360.0
180.0	48.0	1.0996385741	0.00596481437547	1247.07658145	8640.0
128.0	96.0	1.14440417942	0.0002153743912	1254.1387483	12288.0
64.0	384.0	1.25924053953	-0.0105570685807	1254.1387483	24576.0
56.0	512.0	1.16374909187	0.000799926534368	1267.13535189	28672.0
112.0	128.0	1.12929722615	-0.00170752805263	1267.13535189	14336.0
80.0	256.0	1.13925452505	0.00770911456741	1280.0	20480.0
160.0	64.0	1.10371011497	-0.00709685093576	1280.0	10240.0
40.0	1024.0	1.16903663508	-0.00699862451053	1280.0	40960.0
72.0	320.0	1.27079611372	0.00285852860376	1287.97515504	23040.0
144.0	80.0	1.09292778983	0.00631467134086	1287.97515504	11520.0
96.0	192.0	1.16397875408	-0.0111226837347	1330.21502021	18432.0
180.0	56.0	1.03313172653	-0.0151223699133	1346.99665924	10080.0
128.0	112.0	1.04448281947	-0.0109034540893	1354.62467127	14336.0
144.0	96.0	1.00859748047	0.004822066161	1410.90609184	13824.0
72.0	384.0	1.12032257325	3.2048571126e-06	1410.90609184	27648.0
112.0	160.0	1.06469933528	0.00144214378558	1416.70039176	17920.0
160.0	80.0	0.971259286944	0.0240289234711	1431.0835056	12800.0
80.0	320.0	1.14052834038	0.00414475488369	1431.0835056	25600.0
96.0	224.0	1.05949974867	-0.0033791279592	1436.79643652	21504.0
180.0	64.0	0.962847395867	0.00586217131138	1440.0	11520.0
64.0	512.0	1.03191993079	-0.000963014545307	1448.15468787	32768.0
128.0	128.0	0.983998052543	-0.00271105357769	1448.15468787	16384.0
32.0	2048.0	1.04185699559	-0.00652110938342	1448.15468787	65536.0
144.0	112.0	0.936735565754	-0.0176934158438	1523.95275517	16128.0
48.0	1024.0	0.966023587028	0.00209505990838	1536.0	49152.0
24.0	4096.0	1.02438269243	-0.0222303914237	1536.0	98304.0
96.0	256.0	0.957138073007	-0.00294158538061	1536.0	24576.0
112.0	192.0	0.985303078027	0.00350025244781	1551.91752358	21504.0
160.0	96.0	0.915102478371	-0.0139374696259	1567.67343538	15360.0
80.0	384.0	0.999318735707	0.00404358486364	1567.67343538	30720.0
180.0	80.0	0.879844384834	-0.00162558080748	1609.9689438	14400.0
128.0	160.0	0.925884123307	-0.00644701202683	1619.08616201	20480.0
144.0	128.0	0.866200453224	0.00900372573955	1629.17402385	18432.0
72.0	512.0	0.914140518244	0.00291639221151	1629.17402385	36864.0
112.0	224.0	0.898527227967	0.0122899696935	1676.26250927	25088.0
160.0	112.0	0.816754700549	0.00137981211792	1693.28083908	17920.0
96.0	320.0	0.960968329425	-0.010436527429	1717.30020672	30720.0
180.0	96.0	0.810800439739	-0.000748243908092	1763.6326148	17280.0
128.0	192.0	0.855252445981	-0.00123655019308	1773.62002695	24576.0
56.0	1024.0	0.844695315452	-0.0160368861298	1792.0	57344.0
112.0	256.0	0.80217337562	0.017723985722	1792.0	28672.0
80.0	512.0	0.822129689733	-0.00320984004838	1810.19335984	40960.0
40.0	2048.0	0.847620425431	-0.00879419079447	1810.19335984	81920.0
160.0	128.0	0.776780709321	-0.00215973730276	1810.19335984	20480.0
144.0	160.0	0.81723539676	-0.00367581702332	1821.47193226	23040.0
96.0	384.0	0.82686614243	0.00407833256743	1881.20812246	36864.0
180.0	112.0	0.734844374941	0.00137729980763	1904.94094397	20160.0
128.0	224.0	0.789111544374	-0.00254137894761	1915.72858203	28672.0
144.0	192.0	0.767444345758	-0.0150314521184	1995.32253032	27648.0
112.0	320.0	0.807982067037	0.0105796901547	2003.51690784	35840.0
160.0	160.0	0.735153545651	-0.00717720201913	2023.85770251	25600.0
180.0	128.0	0.692579730167	-0.00420856303898	2036.46752982	23040.0
128.0	256.0	0.699658899701	0.00388561779538	2048.0	32768.0
32.0	4096.0	0.754983634924	0.0138680394517	2048.0	131072.0
64.0	1024.0	0.736061151345	-0.00693121832145	2048.0	65536.0
144.0	224.0	0.686986487805	0.00699612059417	2155.19465478	32256.0
96.0	512.0	0.688265954795	-0.0109051736545	2172.23203181	49152.0
48.0	2048.0	0.706933520514	-0.00243152916114	2172.23203181	98304.0
112.0	384.0	0.712818492424	-0.00680790999441	2194.74280953	43008.0
160.0	192.0	0.672988849349	0.00752517239001	2217.02503369	30720.0
180.0	160.0	0.647935941749	-0.00384650234405	2276.83991532	28800.0
128.0	320.0	0.701475514105	0.00101117555607	2289.73360896	40960.0
144.0	256.0	0.630082115639	-0.0106317181675	2304.0	36864.0
72.0	1024.0	0.650622003899	-0.00139022548511	2304.0	73728.0
160.0	224.0	0.608748704375	0.0101507200926	2394.66072754	35840.0
180.0	192.0	0.59629940425	0.0068908739006	2494.1531629	34560.0
128.0	384.0	0.610181614896	0.00635453105593	2508.27749661	49152.0
112.0	512.0	0.580615886921	-0.0027581848511	2534.27070377	57344.0
56.0	2048.0	0.603274471084	-0.00170279418242	2534.27070377	114688.0
160.0	256.0	0.557326787	-0.00595907195243	2560.0	40960.0
40.0	4096.0	0.612814770112	0.00348915508791	2560.0	163840.0
80.0	1024.0	0.578859199742	0.0059610056258	2560.0	81920.0
144.0	320.0	0.622001262163	-0.00172845452325	2575.95031008	46080.0
180.0	224.0	0.546740757179	0.00276460525275	2693.99331848	40320.0
144.0	384.0	0.540693838316	-0.00205987702924	2821.81218369	55296.0
160.0	320.0	0.548196360493	0.00600611547798	2862.1670112	51200.0
180.0	256.0	0.490830008875	0.00713445911883	2880.0	46080.0
128.0	512.0	0.494043925121	0.0102322828364	2896.30937574	65536.0
64.0	2048.0	0.529967533369	0.000160202233517	2896.30937574	131072.0
96.0	1024.0	0.487723423141	-0.00795752126022	3072.0	98304.0
48.0	4096.0	0.50517596154	0.00900567730192	3072.0	196608.0
160.0	384.0	0.474446530571	0.00901877992473	3135.34687076	61440.0
180.0	320.0	0.495241416761	-0.00331709770315	3219.9378876	57600.0
72.0	2048.0	0.471323262771	0.00213094204969	3258.34804771	147456.0
144.0	512.0	0.4347113554	0.00406278276907	3258.34804771	73728.0
180.0	384.0	0.421299695783	0.00375868529555	3527.26522961	69120.0
112.0	1024.0	0.413255967562	-0.00651934528351	3584.0	114688.0
56.0	4096.0	0.439018343913	0.00080622196454	3584.0	229376.0
160.0	512.0	0.396743323496	-0.00144970952185	3620.38671968	81920.0
80.0	2048.0	0.413856198527	0.00620484868632	3620.38671968	163840.0
180.0	512.0	0.347612973016	0.0022382900526	4072.93505963	92160.0
128.0	1024.0	0.352826182682	0.00254661109656	4096.0	131072.0
64.0	4096.0	0.380704140419	0.000732869792799	4096.0	262144.0
96.0	2048.0	0.346067337286	0.00108476644621	4344.46406361	196608.0
72.0	4096.0	0.341073460337	-0.00364360828874	4608.0	294912.0
144.0	1024.0	0.306990056682	0.00329912483983	4608.0	147456.0
112.0	2048.0	0.291657988251	0.00195991457724	5068.54140755	229376.0
80.0	4096.0	0.305145403979	7.33677636479e-06	5120.0	327680.0
160.0	1024.0	0.280680002775	-0.00280828026678	5120.0	163840.0
180.0	1024.0	0.247678380179	-0.00123765026021	5760.0	184320.0
128.0	2048.0	0.252729510982	0.00105688344372	5792.61875148	262144.0
96.0	4096.0	0.250417765562	-0.00158083394539	6144.0	393216.0
144.0	2048.0	0.224056294911	0.000126285534885	6516.69609542	294912.0
112.0	4096.0	0.210790562303	0.000851561847609	7168.0	458752.0
160.0	2048.0	0.195911980146	0.00388198427266	7240.77343935	327680.0
180.0	2048.0	0.175624353826	8.7803947524e-05	8145.87011927	368640.0
128.0	4096.0	0.182337721223	0.00135378411655	8192.0	524288.0
144.0	4096.0	0.163337271166	-0.00236585975524	9216.0	589824.0
160.0	4096.0	0.144025567771	-0.000827474922338	10240.0	655360.0
180.0	4096.0	0.126685785527	0.00109035229155	11520.0	737280.0
