Angle	Frequency	AF	ARF	ax	bx	cx
16.0	4096.0	65536.0	1024.0	0.153173231822	0	0
144.0	56.0	8064.0	1077.59732739	0.0996701021414	0	0
72.0	224.0	16128.0	1077.59732739	0.123831854863	0	0
96.0	128.0	12288.0	1086.1160159	0.108223857171	0	0
48.0	512.0	24576.0	1086.1160159	0.118813266293	0	0
24.0	2048.0	49152.0	1086.1160159	0.125650507872	0	0
56.0	384.0	21504.0	1097.37140477	0.12342897542	0	0
112.0	96.0	10752.0	1097.37140477	0.105239932413	0	0
160.0	48.0	7680.0	1108.51251684	0.0909522680542	0	0
80.0	192.0	15360.0	1108.51251684	0.122782276011	0	0
180.0	40.0	7200.0	1138.41995766	0.0900671169969	0	0
128.0	80.0	10240.0	1144.86680448	0.0910988989481	0	0
64.0	320.0	20480.0	1144.86680448	0.123442992488	0	0
72.0	256.0	18432.0	1152.0	0.0979403110203	0	0
144.0	64.0	9216.0	1152.0	0.090184620275	0	0
112.0	112.0	12544.0	1185.29658736	0.0827585811357	0	0
80.0	224.0	17920.0	1197.33036377	0.103413827751	0	0
160.0	56.0	8960.0	1197.33036377	0.0790298592945	0	0
96.0	160.0	15360.0	1214.3146215	0.0979796610899	0	0
180.0	48.0	8640.0	1247.07658145	0.076714319872	0	0
128.0	96.0	12288.0	1254.1387483	0.0803944415529	0	0
64.0	384.0	24576.0	1254.1387483	0.0912323562123	0	0
56.0	512.0	28672.0	1267.13535189	0.0829049580008	0	0
112.0	128.0	14336.0	1267.13535189	0.0739806730276	0	0
80.0	256.0	20480.0	1280.0	0.0767373689701	0	0
160.0	64.0	10240.0	1280.0	0.072515381887	0	0
40.0	1024.0	40960.0	1280.0	0.0881605333475	0	0
72.0	320.0	23040.0	1287.97515504	0.104405728794	0	0
144.0	80.0	11520.0	1287.97515504	0.0702519387681	0	0
96.0	192.0	18432.0	1330.21502021	0.0851204887139	0	0
180.0	56.0	10080.0	1346.99665924	0.0630804957712	0	0
128.0	112.0	14336.0	1354.62467127	0.0657473118444	0	0
144.0	96.0	13824.0	1410.90609184	0.060526472352	0	0
72.0	384.0	27648.0	1410.90609184	0.0766990733224	0	0
112.0	160.0	17920.0	1416.70039176	0.0690039748303	0	0
160.0	80.0	12800.0	1431.0835056	0.0541670851869	0	0
80.0	320.0	25600.0	1431.0835056	0.0769081324735	0	0
96.0	224.0	21504.0	1436.79643652	0.068123007771	0	0
180.0	64.0	11520.0	1440.0	0.0547022255079	0	0
64.0	512.0	32768.0	1448.15468787	0.0613506251132	0	0
128.0	128.0	16384.0	1448.15468787	0.0564895153016	0	0
32.0	2048.0	65536.0	1448.15468787	0.0723147351655	0	0
144.0	112.0	16128.0	1523.95275517	0.0527706644663	0	0
48.0	1024.0	49152.0	1536.0	0.0589631767535	0	0
24.0	4096.0	98304.0	1536.0	0.0707497605216	0	0
96.0	256.0	24576.0	1536.0	0.0561209871087	0	0
112.0	192.0	21504.0	1551.91752358	0.0594560969969	0	0
160.0	96.0	15360.0	1567.67343538	0.0496252695826	0	0
80.0	384.0	30720.0	1567.67343538	0.0590391850025	0	0
180.0	80.0	14400.0	1609.9689438	0.0484520490315	0	0
128.0	160.0	20480.0	1619.08616201	0.0536719858114	0	0
144.0	128.0	18432.0	1629.17402385	0.0445017575219	0	0
72.0	512.0	36864.0	1629.17402385	0.0517379256971	0	0
112.0	224.0	25088.0	1676.26250927	0.0501953389542	0	0
160.0	112.0	17920.0	1693.28083908	0.0414646541576	0	0
96.0	320.0	30720.0	1717.30020672	0.0545875407612	0	0
180.0	96.0	17280.0	1763.6326148	0.0377004961788	0	0
128.0	192.0	24576.0	1773.62002695	0.0442403505251	0	0
56.0	1024.0	57344.0	1792.0	0.0445528146585	0	0
112.0	256.0	28672.0	1792.0	0.0402094992389	0	0
80.0	512.0	40960.0	1810.19335984	0.0399819831826	0	0
40.0	2048.0	81920.0	1810.19335984	0.0469342916242	0	0
160.0	128.0	20480.0	1810.19335984	0.0374744087713	0	0
144.0	160.0	23040.0	1821.47193226	0.0405636168748	0	0
96.0	384.0	36864.0	1881.20812246	0.0413276230306	0	0
180.0	112.0	20160.0	1904.94094397	0.0329263347264	0	0
128.0	224.0	28672.0	1915.72858203	0.037902933674	0	0
144.0	192.0	27648.0	1995.32253032	0.0334395564044	0	0
112.0	320.0	35840.0	2003.51690784	0.0410209088639	0	0
160.0	160.0	25600.0	2023.85770251	0.0324939008346	0	0
180.0	128.0	23040.0	2036.46752982	0.0305202987758	0	0
128.0	256.0	32768.0	2048.0	0.0311175469226	0	0
32.0	4096.0	131072.0	2048.0	0.0398197854607	0	0
64.0	1024.0	65536.0	2048.0	0.0322163053931	0	0
144.0	224.0	32256.0	2155.19465478	0.0288109376301	0	0
96.0	512.0	49152.0	2172.23203181	0.0284099976326	0	0
48.0	2048.0	98304.0	2172.23203181	0.0334400336308	0	0
112.0	384.0	43008.0	2194.74280953	0.030732570274	0	0
160.0	192.0	30720.0	2217.02503369	0.0294762790088	0	0
180.0	160.0	28800.0	2276.83991532	0.0246872231573	0	0
128.0	320.0	40960.0	2289.73360896	0.0308121720267	0	0
144.0	256.0	36864.0	2304.0	0.0237611121358	0	0
72.0	1024.0	73728.0	2304.0	0.0264766981219	0	0
160.0	224.0	35840.0	2394.66072754	0.0230454745818	0	0
180.0	192.0	34560.0	2494.1531629	0.0220018218618	0	0
128.0	384.0	49152.0	2508.27749661	0.0225252389009	0	0
112.0	512.0	57344.0	2534.27070377	0.0214289111072	0	0
56.0	2048.0	114688.0	2534.27070377	0.0243459613443	0	0
160.0	256.0	40960.0	2560.0	0.0192334541891	0	0
40.0	4096.0	163840.0	2560.0	0.0258486121382	0	0
80.0	1024.0	81920.0	2560.0	0.0231903758688	0	0
144.0	320.0	46080.0	2575.95031008	0.0236406219631	0	0
180.0	224.0	40320.0	2693.99331848	0.0174168272825	0	0
144.0	384.0	55296.0	2821.81218369	0.0171980286694	0	0
160.0	320.0	51200.0	2862.1670112	0.0180794666022	0	0
180.0	256.0	46080.0	2880.0	0.0155994394065	0	0
128.0	512.0	65536.0	2896.30937574	0.0153762086551	0	0
64.0	2048.0	131072.0	2896.30937574	0.018324931097	0	0
96.0	1024.0	98304.0	3072.0	0.0143527449288	0	0
48.0	4096.0	196608.0	3072.0	0.0192822902679	0	0
160.0	384.0	61440.0	3135.34687076	0.0143229638622	0	0
180.0	320.0	57600.0	3219.9378876	0.0148420991733	0	0
72.0	2048.0	147456.0	3258.34804771	0.0150092547142	0	0
144.0	512.0	73728.0	3258.34804771	0.0121731179474	0	0
180.0	384.0	69120.0	3527.26522961	0.0119801888431	0	0
112.0	1024.0	114688.0	3584.0	0.0110325676276	0	0
56.0	4096.0	229376.0	3584.0	0.0137632594541	0	0
160.0	512.0	81920.0	3620.38671968	0.00992737981489	0	0
80.0	2048.0	163840.0	3620.38671968	0.0115061027394	0	0
180.0	512.0	92160.0	4072.93505963	0.00764808153618	0	0
128.0	1024.0	131072.0	4096.0	0.00797585245712	0	0
64.0	4096.0	262144.0	4096.0	0.0104812927924	0	0
96.0	2048.0	196608.0	4344.46406361	0.00832987846092	0	0
72.0	4096.0	294912.0	4608.0	0.00810603148192	0	0
144.0	1024.0	147456.0	4608.0	0.00617326358829	0	0
112.0	2048.0	229376.0	5068.54140755	0.0059404591204	0	0
80.0	4096.0	327680.0	5120.0	0.00637439970308	0	0
160.0	1024.0	163840.0	5120.0	0.00499804227447	0	0
180.0	1024.0	184320.0	5760.0	0.00415524439576	0	0
128.0	2048.0	262144.0	5792.61875148	0.0045816380006	0	0
96.0	4096.0	393216.0	6144.0	0.00444908993782	0	0
144.0	2048.0	294912.0	6516.69609542	0.00325465568368	0	0
112.0	4096.0	458752.0	7168.0	0.00305838294044	0	0
160.0	2048.0	327680.0	7240.77343935	0.0026999798522	0	0
180.0	2048.0	368640.0	8145.87011927	0.00201041043844	0	0
128.0	4096.0	524288.0	8192.0	0.00241059211018	0	0
144.0	4096.0	589824.0	9216.0	0.0018505542664	0	0
160.0	4096.0	655360.0	10240.0	0.00146919629166	0	0
180.0	4096.0	737280.0	11520.0	0.00111411718251	0	0
