Title	Average	Min95	Min98	Max98	Max95
Homo	0.162479011170375	0.152746333310489	0.150928904689714	0.174029117651035	0.172211689030261
Hétéro	0.152940452814689	0.145685494060828	0.144330741558832	0.161550164070545	0.160195411568549
