FrameTime	CursorPosScreenX	CursorPosScreenY	SuccessfulSel?	dx	dy	dt	distance	cursorSpeed	smoothSpeed12	smoothSpeed24	smoothSpeed48	smoothSpeed96
0.02	820	462	False									
0.04554628	820	462	False	0.0	0.0	0.02554628	0.0	0.0				
0.04908747	820	462	False	0.0	0.0	0.0035411899999999996	0.0	0.0				
0.06588496	820	462	False	0.0	0.0	0.016797490000000005	0.0	0.0				
0.08242586	820	462	False	0.0	0.0	0.016540899999999997	0.0	0.0				
0.1005803	820	462	False	0.0	0.0	0.018154439999999994	0.0	0.0				
0.11737060000000002	827	459	False	7.0	-3.0	0.016790300000000022	7.615773105863909	453.5817171738384				
0.1341859	831	457	False	4.0	-2.0	0.016815299999999977	4.47213595499958	265.9563584949175				
0.1500481	833	456	False	2.0	-1.0	0.015862199999999993	2.23606797749979	140.9683384082782				
0.1668792	835	455	False	2.0	-1.0	0.016831100000000015	2.23606797749979	132.85334752332216				
0.18269639999999998	837	454	False	2.0	-1.0	0.015817199999999976	2.23606797749979	141.36939391926467				
0.1994995	840	453	False	3.0	-1.0	0.016803100000000015	3.1622776601683795	188.19608644645194				
0.2160923	840	453	False	0.0	0.0	0.01659279999999999	0.0	0.0	110.24377016383941			
0.2327489	840	453	False	0.0	0.0	0.01665660000000002	0.0	0.0	110.24377016383941			
0.2506035	840	453	False	0.0	0.0	0.01785459999999997	0.0	0.0	110.24377016383941			
0.2673678	840	453	False	0.0	0.0	0.01676430000000001	0.0	0.0	110.24377016383941			
0.2839926	840	453	False	0.0	0.0	0.016624799999999995	0.0	0.0	110.24377016383941			
0.3008533	840	453	False	0.0	0.0	0.016860700000000006	0.0	0.0	110.24377016383941			
0.3177325	840	453	False	0.0	0.0	0.016879199999999983	0.0	0.0	72.44529373268621			
0.333443	840	453	False	0.0	0.0	0.015710500000000016	0.0	0.0	50.28226385810976			
0.3501758	840	453	False	0.0	0.0	0.016732799999999992	0.0	0.0	38.53490232408657			
0.3665883	840	453	False	0.0	0.0	0.016412499999999997	0.0	0.0	27.463790030476392			
0.3833233	840	453	False	0.0	0.0	0.016735	0.0	0.0	15.683007203871005			
0.4001235	840	453	False	0.0	0.0	0.016800200000000043	0.0	0.0	9.473903143468002e-15			
0.41727840000000005	840	453	False	0.0	0.0	0.01715490000000003	0.0	0.0	9.473903143468002e-15	55.12188508191971		
0.43399319999999997	840	453	False	0.0	0.0	0.01671479999999992	0.0	0.0	9.473903143468002e-15	55.12188508191971		
0.45073149999999995	840	453	False	0.0	0.0	0.016738299999999984	0.0	0.0	9.473903143468002e-15	55.12188508191971		
0.4672818	840	453	False	0.0	0.0	0.016550300000000073	0.0	0.0	9.473903143468002e-15	55.12188508191971		
0.4838616	840	453	False	0.0	0.0	0.016579799999999978	0.0	0.0	9.473903143468002e-15	55.12188508191971		
0.5008584	842	453	False	2.0	0.0	0.016996800000000034	2.0	117.66920832156617	9.805767360130524	60.024768761984966		
0.5170615	842	453	False	0.0	0.0	0.016203099999999915	0.0	0.0	9.805767360130524	41.12553054640836		
0.5340329	842	452	False	0.0	-1.0	0.01697140000000008	1.0	58.92265811895278	14.715988870043256	32.4991263640765		
0.5506133000000001	841	451	False	-1.0	-1.0	0.01658040000000005	1.4142135623730951	85.29429702378054	21.823846955358302	30.179374639722436		
0.5671401999999999	837	443	False	-4.0	-8.0	0.01652689999999979	8.94427190999916	541.1947739745066	66.92341145323384	47.19360074185513		
0.5840223000000001	836	440	False	-1.0	-3.0	0.016882100000000233	3.1622776601683795	187.31542048491218	82.53302982697653	49.10801851542377		
0.6002649	835	438	False	-1.0	-2.0	0.016242599999999885	2.23606797749979	137.6668746075016	94.00526937760166	47.00263468880084		
0.6169673000000001	835	438	False	0.0	0.0	0.016702400000000117	0.0	0.0	94.00526937760166	47.00263468880084		
0.6339062	835	438	False	0.0	0.0	0.016938899999999868	0.0	0.0	94.00526937760166	47.00263468880084		
0.650399	835	438	False	0.0	0.0	0.016492799999999974	0.0	0.0	94.00526937760166	47.00263468880084		
0.666878	835	438	False	0.0	0.0	0.01647900000000002	0.0	0.0	94.00526937760166	47.00263468880084		
0.6836835	835	438	False	0.0	0.0	0.01680550000000003	0.0	0.0	94.00526937760166	47.00263468880084		
0.7004800999999999	835	438	False	0.0	0.0	0.01679659999999994	0.0	0.0	84.19950201747115	47.00263468880084		
0.7175643	835	438	False	0.0	0.0	0.017084200000000105	0.0	0.0	84.19950201747115	47.00263468880084		
0.7342383000000001	835	438	False	0.0	0.0	0.016674000000000078	0.0	0.0	79.28928050755842	47.00263468880084		
0.7509475	835	438	False	0.0	0.0	0.01670919999999987	0.0	0.0	72.18142242224336	47.00263468880084		
0.7675095999999999	835	438	False	0.0	0.0	0.016562099999999913	0.0	0.0	27.081857924367814	47.00263468880084		
0.7843764	835	438	False	0.0	0.0	0.01686680000000007	0.0	0.0	11.472239550625133	47.00263468880084		
0.8011073000000001	833	452	False	-2.0	14.0	0.016730900000000104	14.142135623730951	845.2704650515432	70.43920542096193	82.22223739928181		
0.8173469	833	458	False	0.0	6.0	0.01623959999999991	6.0	369.46722825685566	101.22814110903323	97.61670524331747	76.36929516261857	
0.8341994	833	465	False	0.0	7.0	0.016852500000000048	7.0	415.3686396677039	135.84219441467522	114.92373189613846	85.02280848902907	
0.8506031999999999	833	466	False	0.0	1.0	0.016403799999999857	1.0	60.96148453407191	140.92231812584788	117.4637937517248	86.29283941682223	
0.8674597	833	467	False	0.0	1.0	0.016856500000000052	1.0	59.32429626553537	145.86600948130916	119.93563942945543	87.52876225568754	
