Title	Average	Min95	Min98	Max98	Max95
"Homo"	77.65791993116987	67.02377684555222	65.03801339180934	90.2778264705304	88.29206301678752
"Hétéro"	56.88397454038462	50.84000200714499	49.71138264634616	64.05656643442309	62.92794707362425
