Title	Average	Min95	Min99	Max99	Max95
Standard	0.188275465107934	0.178189012747679	0.175018984863028	0.20153194535284	0.198361917468188
BaggingHook	0.121626605464112	0.116936206292908	0.115462080839101	0.127791130089124	0.126317004635317
