Title	Average	Min95	Min99	Max99	Max95
Standard	0.038602941176471	0.030809273996467	0.028359835739894	0.048846046613047	0.046396608356475
BaggingHook	0.00625	0.003125493806058	0.002143506145105	0.010356493854895	0.009374506193942
