Title	Average	Min95	Min99	Max99	Max95
Standard	0.077205882352941	0.061618547992933	0.056719671479788	0.097692093226095	0.092793216712949
BaggingHook	0.0125	0.006250987612117	0.004287012290211	0.02071298770979	0.018749012387883
