Title	Average	Min95	Min99	Max99	Max95
Standard	14.3804048411765	13.6508439790478	13.4215534223788	15.3392562599742	15.1099657033052
Pseudo-haptique	10.4427979382353	9.86578156789751	9.68443356579135	11.2011623106792	11.0198143085731
