Title	Average	Min95	Min99	Max99	Max95
Standard	0.252850571004579	0.240394634929998	0.2364799121637	0.269221229845458	0.265306507079161
Pseudo-haptique	0.186457604406166	0.176087266246819	0.172828017111024	0.200087191701309	0.196827942565514
