i	speed	frequency	angle	area	area/speed2	normedArea/s2	difficulty	amplitude	time	errors	product	product_-2.0	product_-1.5	product_-1.0	product_-0.5	product_0.0	product_0.5	product_1.5	product_2.0
3	3	8	45	23.60454	2.6227270000000003	0.9221705	2.3167590000000002	4.5	1.107117	0.0	1.107117	1.107117	1.107117	1.107117	1.107117	1.107117	1.107117	1.107117	1.107117
4	5	16	45	48.10069	1.9240279999999998	0.6765025	5.626163	4.5	1.523651	0.0	1.523651	1.523651	1.523651	1.523651	1.523651	1.523651	1.523651	1.523651	1.523651
5	3	16	45	17.31625	1.9240279999999998	0.6765025	3.3756980000000003	4.5	1.573608	0.0	1.573608	1.573608	1.573608	1.573608	1.573608	1.573608	1.573608	1.573608	1.573608
6	5	8	180	8.911724000000001	0.356469	0.1253372	4.315533	4.5	1.624054	0.0	1.624054	1.624054	1.624054	1.624054	1.624054	1.624054	1.624054	1.624054	1.624054
7	3	1	0	0.0	0.0	0.0	1.8	4.0	1.122742	0.0	1.122742	1.122742	1.122742	1.122742	1.122742	1.122742	1.122742	1.122742	1.122742
8	5	4	180	16.587	0.6634799	0.23328449999999998	5.146354	4.5	1.873016	0.0	1.873016	1.873016	1.873016	1.873016	1.873016	1.873016	1.873016	1.873016	1.873016
9	3	32	90	3.2082200000000003	0.35646890000000003	0.1253371	2.5893200000000003	4.5	1.409821	0.0	1.409821	1.409821	1.409821	1.409821	1.409821	1.409821	1.409821	1.409821	1.409821
10	5	16	90	16.587	0.6634799	0.23328449999999998	5.146354	4.5	3.070007	0.0	3.070007	3.070007	3.070007	3.070007	3.070007	3.070007	3.070007	3.070007	3.070007
11	5	32	45	29.61386	1.184555	0.4164982	5.91633	4.5	1.756104	0.0	1.756104	1.756104	1.756104	1.756104	1.756104	1.756104	1.756104	1.756104	1.756104
12	5	4	45	70.90379	2.8361509999999996	0.9972120000000001	3.033363	4.5	1.490601	0.0	1.490601	1.490601	1.490601	1.490601	1.490601	1.490601	1.490601	1.490601	1.490601
13	3	16	90	5.971319	0.6634799	0.23328449999999998	3.087812	4.5	2.031586	0.0	2.031586	2.031586	2.031586	2.031586	2.031586	2.031586	2.031586	2.031586	2.031586
14	3	4	180	5.971319	0.6634799	0.23328449999999998	3.087812	4.5	1.781494	0.0	1.781494	1.781494	1.781494	1.781494	1.781494	1.781494	1.781494	1.781494	1.781494
15	5	4	90	48.10069	1.9240279999999998	0.6765025	5.626163	4.5	1.481506	0.0	1.481506	1.481506	1.481506	1.481506	1.481506	1.481506	1.481506	1.481506	1.481506
16	5	8	45	65.56818	2.6227270000000003	0.9221705	3.861265	4.5	1.815582	0.0	1.815582	1.815582	1.815582	1.815582	1.815582	1.815582	1.815582	1.815582	1.815582
17	3	8	180	3.2082200000000003	0.35646890000000003	0.1253371	2.5893200000000003	4.5	1.2901610000000001	0.0	1.2901610000000001	1.2901610000000001	1.2901610000000001	1.2901610000000001	1.2901610000000001	1.2901610000000001	1.2901610000000001	1.2901610000000001	1.2901610000000001
18	3	32	45	10.66099	1.184555	0.4164982	3.5497980000000005	4.5	1.565735	0.0	1.565735	1.565735	1.565735	1.565735	1.565735	1.565735	1.565735	1.565735	1.565735
19	5	16	180	4.709085	0.18836340000000001	0.06622998	3.7421230000000003	4.5	1.090729	0.0	1.090729	1.090729	1.090729	1.090729	1.090729	1.090729	1.090729	1.090729	1.090729
20	5	32	90	8.911724000000001	0.356469	0.1253372	4.315533	4.5	1.4079899999999999	0.0	1.4079899999999999	1.4079899999999999	1.4079899999999999	1.4079899999999999	1.4079899999999999	1.4079899999999999	1.4079899999999999	1.4079899999999999	1.4079899999999999
21	3	4	90	17.31625	1.9240279999999998	0.6765025	3.3756980000000003	4.5	1.255768	0.0	1.255768	1.255768	1.255768	1.255768	1.255768	1.255768	1.255768	1.255768	1.255768
22	3	8	90	10.66099	1.184555	0.4164982	3.5497980000000005	4.5	1.1832280000000002	0.0	1.1832280000000002	1.1832280000000002	1.1832280000000002	1.1832280000000002	1.1832280000000002	1.1832280000000002	1.1832280000000002	1.1832280000000002	1.1832280000000002
23	5	8	90	29.61386	1.184555	0.4164982	5.91633	4.5	2.23996	0.0	2.23996	2.23996	2.23996	2.23996	2.23996	2.23996	2.23996	2.23996	2.23996
24	3	4	45	25.52536	2.8361520000000002	0.9972120999999999	1.8200169999999998	4.5	1.364105	0.0	1.364105	1.364105	1.364105	1.364105	1.364105	1.364105	1.364105	1.364105	1.364105
25	3	32	180	0.8901154	0.09890171	0.03477458	2.04167	4.5	1.074524	0.0	1.074524	1.074524	1.074524	1.074524	1.074524	1.074524	1.074524	1.074524	1.074524
0	3	16	180	1.695271	0.18836340000000001	0.06622998	2.245274	4.5	3.013275	1.0	6.02655	3.5834080694598245	3.850072822318213	4.261414372159789	4.919252553170001	6.02655	8.030812216564888	21.40327214002302	48.2124
1	5	1	0	0.0	0.0	0.0	3.0	4.0	1.124023	0.0	1.124023	1.124023	1.124023	1.124023	1.124023	1.124023	1.124023	1.124023	1.124023
2	5	32	180	2.472543	0.09890171	0.03477458	3.4027839999999996	4.5	1.024109	0.0	1.024109	1.024109	1.024109	1.024109	1.024109	1.024109	1.024109	1.024109	1.024109
3	3	8	45	23.60454	2.6227270000000003	0.9221705	2.3167590000000002	4.5	1.4566649999999999	0.0	1.4566649999999999	1.4566649999999999	1.4566649999999999	1.4566649999999999	1.4566649999999999	1.4566649999999999	1.4566649999999999	1.4566649999999999	1.4566649999999999
4	5	16	45	48.10069	1.9240279999999998	0.6765025	5.626163	4.5	1.274414	0.0	1.274414	1.274414	1.274414	1.274414	1.274414	1.274414	1.274414	1.274414	1.274414
5	3	16	45	17.31625	1.9240279999999998	0.6765025	3.3756980000000003	4.5	1.431763	0.0	1.431763	1.431763	1.431763	1.431763	1.431763	1.431763	1.431763	1.431763	1.431763
6	5	8	180	8.911724000000001	0.356469	0.1253372	4.315533	4.5	2.039459	0.0	2.039459	2.039459	2.039459	2.039459	2.039459	2.039459	2.039459	2.039459	2.039459
7	3	1	0	0.0	0.0	0.0	1.8	4.0	1.7824099999999998	0.0	1.7824099999999998	1.7824099999999998	1.7824099999999998	1.7824099999999998	1.7824099999999998	1.7824099999999998	1.7824099999999998	1.7824099999999998	1.7824099999999998
8	5	4	180	16.587	0.6634799	0.23328449999999998	5.146354	4.5	1.864502	0.0	1.864502	1.864502	1.864502	1.864502	1.864502	1.864502	1.864502	1.864502	1.864502
9	3	32	90	3.2082200000000003	0.35646890000000003	0.1253371	2.5893200000000003	4.5	1.9895630000000002	0.0	1.9895630000000002	1.9895630000000002	1.9895630000000002	1.9895630000000002	1.9895630000000002	1.9895630000000002	1.9895630000000002	1.9895630000000002	1.9895630000000002
10	5	16	90	16.587	0.6634799	0.23328449999999998	5.146354	4.5	1.856689	0.0	1.856689	1.856689	1.856689	1.856689	1.856689	1.856689	1.856689	1.856689	1.856689
11	5	32	45	29.61386	1.184555	0.4164982	5.91633	4.5	1.9905400000000002	0.0	1.9905400000000002	1.9905400000000002	1.9905400000000002	1.9905400000000002	1.9905400000000002	1.9905400000000002	1.9905400000000002	1.9905400000000002	1.9905400000000002
12	5	4	45	70.90379	2.8361509999999996	0.9972120000000001	3.033363	4.5	1.97229	0.0	1.97229	1.97229	1.97229	1.97229	1.97229	1.97229	1.97229	1.97229	1.97229
13	3	16	90	5.971319	0.6634799	0.23328449999999998	3.087812	4.5	1.5403440000000002	0.0	1.5403440000000002	1.5403440000000002	1.5403440000000002	1.5403440000000002	1.5403440000000002	1.5403440000000002	1.5403440000000002	1.5403440000000002	1.5403440000000002
14	3	4	180	5.971319	0.6634799	0.23328449999999998	3.087812	4.5	1.098938	0.0	1.098938	1.098938	1.098938	1.098938	1.098938	1.098938	1.098938	1.098938	1.098938
15	5	4	90	48.10069	1.9240279999999998	0.6765025	5.626163	4.5	1.70697	0.0	1.70697	1.70697	1.70697	1.70697	1.70697	1.70697	1.70697	1.70697	1.70697
16	5	8	45	65.56818	2.6227270000000003	0.9221705	3.861265	4.5	1.282043	0.0	1.282043	1.282043	1.282043	1.282043	1.282043	1.282043	1.282043	1.282043	1.282043
17	3	8	180	3.2082200000000003	0.35646890000000003	0.1253371	2.5893200000000003	4.5	1.565002	0.0	1.565002	1.565002	1.565002	1.565002	1.565002	1.565002	1.565002	1.565002	1.565002
18	3	32	45	10.66099	1.184555	0.4164982	3.5497980000000005	4.5	1.8816529999999998	0.0	1.8816529999999998	1.8816529999999998	1.8816529999999998	1.8816529999999998	1.8816529999999998	1.8816529999999998	1.8816529999999998	1.8816529999999998	1.8816529999999998
19	5	16	180	4.709085	0.18836340000000001	0.06622998	3.7421230000000003	4.5	1.7899779999999998	0.0	1.7899779999999998	1.7899779999999998	1.7899779999999998	1.7899779999999998	1.7899779999999998	1.7899779999999998	1.7899779999999998	1.7899779999999998	1.7899779999999998
20	5	32	90	8.911724000000001	0.356469	0.1253372	4.315533	4.5	1.440796	0.0	1.440796	1.440796	1.440796	1.440796	1.440796	1.440796	1.440796	1.440796	1.440796
21	3	4	90	17.31625	1.9240279999999998	0.6765025	3.3756980000000003	4.5	1.023254	0.0	1.023254	1.023254	1.023254	1.023254	1.023254	1.023254	1.023254	1.023254	1.023254
22	3	8	90	10.66099	1.184555	0.4164982	3.5497980000000005	4.5	0.9926758	0.0	0.9926758	0.9926758	0.9926758	0.9926758	0.9926758	0.9926758	0.9926758	0.9926758	0.9926758
23	5	8	90	29.61386	1.184555	0.4164982	5.91633	4.5	1.713257	0.0	1.713257	1.713257	1.713257	1.713257	1.713257	1.713257	1.713257	1.713257	1.713257
24	3	4	45	25.52536	2.8361520000000002	0.9972120999999999	1.8200169999999998	4.5	1.3321530000000001	0.0	1.3321530000000001	1.3321530000000001	1.3321530000000001	1.3321530000000001	1.3321530000000001	1.3321530000000001	1.3321530000000001	1.3321530000000001	1.3321530000000001
25	3	32	180	0.8901154	0.09890171	0.03477458	2.04167	4.5	1.2241819999999999	0.0	1.2241819999999999	1.2241819999999999	1.2241819999999999	1.2241819999999999	1.2241819999999999	1.2241819999999999	1.2241819999999999	1.2241819999999999	1.2241819999999999
0	3	16	180	1.695271	0.18836340000000001	0.06622998	2.245274	4.5	1.132629	0.0	1.132629	1.132629	1.132629	1.132629	1.132629	1.132629	1.132629	1.132629	1.132629
1	5	1	0	0.0	0.0	0.0	3.0	4.0	1.5977780000000001	0.0	1.5977780000000001	1.5977780000000001	1.5977780000000001	1.5977780000000001	1.5977780000000001	1.5977780000000001	1.5977780000000001	1.5977780000000001	1.5977780000000001
2	5	32	180	2.472543	0.09890171	0.03477458	3.4027839999999996	4.5	1.040527	0.0	1.040527	1.040527	1.040527	1.040527	1.040527	1.040527	1.040527	1.040527	1.040527
3	3	8	45	23.60454	2.6227270000000003	0.9221705	2.3167590000000002	4.5	2.04834	0.0	2.04834	2.04834	2.04834	2.04834	2.04834	2.04834	2.04834	2.04834	2.04834
4	5	16	45	48.10069	1.9240279999999998	0.6765025	5.626163	4.5	1.008728	0.0	1.008728	1.008728	1.008728	1.008728	1.008728	1.008728	1.008728	1.008728	1.008728
5	3	16	45	17.31625	1.9240279999999998	0.6765025	3.3756980000000003	4.5	1.01416	0.0	1.01416	1.01416	1.01416	1.01416	1.01416	1.01416	1.01416	1.01416	1.01416
6	5	8	180	8.911724000000001	0.356469	0.1253372	4.315533	4.5	2.18158	0.0	2.18158	2.18158	2.18158	2.18158	2.18158	2.18158	2.18158	2.18158	2.18158
7	3	1	0	0.0	0.0	0.0	1.8	4.0	1.598328	0.0	1.598328	1.598328	1.598328	1.598328	1.598328	1.598328	1.598328	1.598328	1.598328
8	5	4	180	16.587	0.6634799	0.23328449999999998	5.146354	4.5	1.7824099999999998	0.0	1.7824099999999998	1.7824099999999998	1.7824099999999998	1.7824099999999998	1.7824099999999998	1.7824099999999998	1.7824099999999998	1.7824099999999998	1.7824099999999998
9	3	32	90	3.2082200000000003	0.35646890000000003	0.1253371	2.5893200000000003	4.5	1.406433	0.0	1.406433	1.406433	1.406433	1.406433	1.406433	1.406433	1.406433	1.406433	1.406433
10	5	16	90	16.587	0.6634799	0.23328449999999998	5.146354	4.5	2.156311	0.0	2.156311	2.156311	2.156311	2.156311	2.156311	2.156311	2.156311	2.156311	2.156311
11	5	32	45	29.61386	1.184555	0.4164982	5.91633	4.5	1.540894	0.0	1.540894	1.540894	1.540894	1.540894	1.540894	1.540894	1.540894	1.540894	1.540894
12	5	4	45	70.90379	2.8361509999999996	0.9972120000000001	3.033363	4.5	1.2729489999999999	0.0	1.2729489999999999	1.2729489999999999	1.2729489999999999	1.2729489999999999	1.2729489999999999	1.2729489999999999	1.2729489999999999	1.2729489999999999	1.2729489999999999
13	3	16	90	5.971319	0.6634799	0.23328449999999998	3.087812	4.5	3.605286	0.0	3.605286	3.605286	3.605286	3.605286	3.605286	3.605286	3.605286	3.605286	3.605286
14	3	4	180	5.971319	0.6634799	0.23328449999999998	3.087812	4.5	1.456726	0.0	1.456726	1.456726	1.456726	1.456726	1.456726	1.456726	1.456726	1.456726	1.456726
15	5	4	90	48.10069	1.9240279999999998	0.6765025	5.626163	4.5	2.1730959999999997	0.0	2.1730959999999997	2.1730959999999997	2.1730959999999997	2.1730959999999997	2.1730959999999997	2.1730959999999997	2.1730959999999997	2.1730959999999997	2.1730959999999997
16	5	8	45	65.56818	2.6227270000000003	0.9221705	3.861265	4.5	1.082336	0.0	1.082336	1.082336	1.082336	1.082336	1.082336	1.082336	1.082336	1.082336	1.082336
17	3	8	180	3.2082200000000003	0.35646890000000003	0.1253371	2.5893200000000003	4.5	1.7730099999999998	0.0	1.7730099999999998	1.7730099999999998	1.7730099999999998	1.7730099999999998	1.7730099999999998	1.7730099999999998	1.7730099999999998	1.7730099999999998	1.7730099999999998
18	3	32	45	10.66099	1.184555	0.4164982	3.5497980000000005	4.5	1.590515	0.0	1.590515	1.590515	1.590515	1.590515	1.590515	1.590515	1.590515	1.590515	1.590515
19	5	16	180	4.709085	0.18836340000000001	0.06622998	3.7421230000000003	4.5	1.1324459999999998	0.0	1.1324459999999998	1.1324459999999998	1.1324459999999998	1.1324459999999998	1.1324459999999998	1.1324459999999998	1.1324459999999998	1.1324459999999998	1.1324459999999998
20	5	32	90	8.911724000000001	0.356469	0.1253372	4.315533	4.5	1.8477169999999998	0.0	1.8477169999999998	1.8477169999999998	1.8477169999999998	1.8477169999999998	1.8477169999999998	1.8477169999999998	1.8477169999999998	1.8477169999999998	1.8477169999999998
21	3	4	90	17.31625	1.9240279999999998	0.6765025	3.3756980000000003	4.5	0.8908081	0.0	0.8908081	0.8908081	0.8908081	0.8908081	0.8908081	0.8908081	0.8908081	0.8908081	0.8908081
22	3	8	90	10.66099	1.184555	0.4164982	3.5497980000000005	4.5	1.465942	0.0	1.465942	1.465942	1.465942	1.465942	1.465942	1.465942	1.465942	1.465942	1.465942
23	5	8	90	29.61386	1.184555	0.4164982	5.91633	4.5	2.139282	0.0	2.139282	2.139282	2.139282	2.139282	2.139282	2.139282	2.139282	2.139282	2.139282
24	3	4	45	25.52536	2.8361520000000002	0.9972120999999999	1.8200169999999998	4.5	2.297974	0.0	2.297974	2.297974	2.297974	2.297974	2.297974	2.297974	2.297974	2.297974	2.297974
25	3	32	180	0.8901154	0.09890171	0.03477458	2.04167	4.5	1.075256	0.0	1.075256	1.075256	1.075256	1.075256	1.075256	1.075256	1.075256	1.075256	1.075256
0	3	16	180	1.695271	0.18836340000000001	0.06622998	2.245274	4.5	1.0482790000000002	0.0	1.0482790000000002	1.0482790000000002	1.0482790000000002	1.0482790000000002	1.0482790000000002	1.0482790000000002	1.0482790000000002	1.0482790000000002	1.0482790000000002
1	5	1	0	0.0	0.0	0.0	3.0	4.0	0.9984741	0.0	0.9984741	0.9984741	0.9984741	0.9984741	0.9984741	0.9984741	0.9984741	0.9984741	0.9984741
2	5	32	180	2.472543	0.09890171	0.03477458	3.4027839999999996	4.5	3.3970949999999998	0.0	3.3970949999999998	3.3970949999999998	3.3970949999999998	3.3970949999999998	3.3970949999999998	3.3970949999999998	3.3970949999999998	3.3970949999999998	3.3970949999999998
3	3	8	45	23.60454	2.6227270000000003	0.9221705	2.3167590000000002	4.5	1.1317139999999999	0.0	1.1317139999999999	1.1317139999999999	1.1317139999999999	1.1317139999999999	1.1317139999999999	1.1317139999999999	1.1317139999999999	1.1317139999999999	1.1317139999999999
4	5	16	45	48.10069	1.9240279999999998	0.6765025	5.626163	4.5	1.016418	0.0	1.016418	1.016418	1.016418	1.016418	1.016418	1.016418	1.016418	1.016418	1.016418
5	3	16	45	17.31625	1.9240279999999998	0.6765025	3.3756980000000003	4.5	0.9158936	0.0	0.9158936	0.9158936	0.9158936	0.9158936	0.9158936	0.9158936	0.9158936	0.9158936	0.9158936
6	5	8	180	8.911724000000001	0.356469	0.1253372	4.315533	4.5	1.1489260000000001	0.0	1.1489260000000001	1.1489260000000001	1.1489260000000001	1.1489260000000001	1.1489260000000001	1.1489260000000001	1.1489260000000001	1.1489260000000001	1.1489260000000001
7	3	1	0	0.0	0.0	0.0	1.8	4.0	1.506897	0.0	1.506897	1.506897	1.506897	1.506897	1.506897	1.506897	1.506897	1.506897	1.506897
8	5	4	180	16.587	0.6634799	0.23328449999999998	5.146354	4.5	1.389465	0.0	1.389465	1.389465	1.389465	1.389465	1.389465	1.389465	1.389465	1.389465	1.389465
9	3	32	90	3.2082200000000003	0.35646890000000003	0.1253371	2.5893200000000003	4.5	0.9910889	0.0	0.9910889	0.9910889	0.9910889	0.9910889	0.9910889	0.9910889	0.9910889	0.9910889	0.9910889
10	5	16	90	16.587	0.6634799	0.23328449999999998	5.146354	4.5	1.6657099999999998	0.0	1.6657099999999998	1.6657099999999998	1.6657099999999998	1.6657099999999998	1.6657099999999998	1.6657099999999998	1.6657099999999998	1.6657099999999998	1.6657099999999998
11	5	32	45	29.61386	1.184555	0.4164982	5.91633	4.5	1.514526	0.0	1.514526	1.514526	1.514526	1.514526	1.514526	1.514526	1.514526	1.514526	1.514526
12	5	4	45	70.90379	2.8361509999999996	0.9972120000000001	3.033363	4.5	1.2573239999999999	0.0	1.2573239999999999	1.2573239999999999	1.2573239999999999	1.2573239999999999	1.2573239999999999	1.2573239999999999	1.2573239999999999	1.2573239999999999	1.2573239999999999
13	3	16	90	5.971319	0.6634799	0.23328449999999998	3.087812	4.5	1.914795	0.0	1.914795	1.914795	1.914795	1.914795	1.914795	1.914795	1.914795	1.914795	1.914795
14	3	4	180	5.971319	0.6634799	0.23328449999999998	3.087812	4.5	1.382263	0.0	1.382263	1.382263	1.382263	1.382263	1.382263	1.382263	1.382263	1.382263	1.382263
15	5	4	90	48.10069	1.9240279999999998	0.6765025	5.626163	4.5	2.07312	0.0	2.07312	2.07312	2.07312	2.07312	2.07312	2.07312	2.07312	2.07312	2.07312
16	5	8	45	65.56818	2.6227270000000003	0.9221705	3.861265	4.5	1.523743	0.0	1.523743	1.523743	1.523743	1.523743	1.523743	1.523743	1.523743	1.523743	1.523743
17	3	8	180	3.2082200000000003	0.35646890000000003	0.1253371	2.5893200000000003	4.5	1.666626	0.0	1.666626	1.666626	1.666626	1.666626	1.666626	1.666626	1.666626	1.666626	1.666626
18	3	32	45	10.66099	1.184555	0.4164982	3.5497980000000005	4.5	1.638306	0.0	1.638306	1.638306	1.638306	1.638306	1.638306	1.638306	1.638306	1.638306	1.638306
19	5	16	180	4.709085	0.18836340000000001	0.06622998	3.7421230000000003	4.5	1.7481080000000002	0.0	1.7481080000000002	1.7481080000000002	1.7481080000000002	1.7481080000000002	1.7481080000000002	1.7481080000000002	1.7481080000000002	1.7481080000000002	1.7481080000000002
20	5	32	90	8.911724000000001	0.356469	0.1253372	4.315533	4.5	1.607483	0.0	1.607483	1.607483	1.607483	1.607483	1.607483	1.607483	1.607483	1.607483	1.607483
21	3	4	90	17.31625	1.9240279999999998	0.6765025	3.3756980000000003	4.5	1.148193	0.0	1.148193	1.148193	1.148193	1.148193	1.148193	1.148193	1.148193	1.148193	1.148193
22	3	8	90	10.66099	1.184555	0.4164982	3.5497980000000005	4.5	2.31543	0.0	2.31543	2.31543	2.31543	2.31543	2.31543	2.31543	2.31543	2.31543	2.31543
23	5	8	90	29.61386	1.184555	0.4164982	5.91633	4.5	2.5802	0.0	2.5802	2.5802	2.5802	2.5802	2.5802	2.5802	2.5802	2.5802	2.5802
24	3	4	45	25.52536	2.8361520000000002	0.9972120999999999	1.8200169999999998	4.5	1.265503	0.0	1.265503	1.265503	1.265503	1.265503	1.265503	1.265503	1.265503	1.265503	1.265503
25	3	32	180	0.8901154	0.09890171	0.03477458	2.04167	4.5	1.2822879999999999	0.0	1.2822879999999999	1.2822879999999999	1.2822879999999999	1.2822879999999999	1.2822879999999999	1.2822879999999999	1.2822879999999999	1.2822879999999999	1.2822879999999999
0	3	16	180	1.695271	0.18836340000000001	0.06622998	2.245274	4.5	1.140808	0.0	1.140808	1.140808	1.140808	1.140808	1.140808	1.140808	1.140808	1.140808	1.140808
1	5	1	0	0.0	0.0	0.0	3.0	4.0	1.007263	0.0	1.007263	1.007263	1.007263	1.007263	1.007263	1.007263	1.007263	1.007263	1.007263
2	5	32	180	2.472543	0.09890171	0.03477458	3.4027839999999996	4.5	1.9991459999999999	0.0	1.9991459999999999	1.9991459999999999	1.9991459999999999	1.9991459999999999	1.9991459999999999	1.9991459999999999	1.9991459999999999	1.9991459999999999	1.9991459999999999
3	3	8	45	23.60454	2.6227270000000003	0.9221705	2.3167590000000002	4.5	1.3817139999999999	0.0	1.3817139999999999	1.3817139999999999	1.3817139999999999	1.3817139999999999	1.3817139999999999	1.3817139999999999	1.3817139999999999	1.3817139999999999	1.3817139999999999
4	5	16	45	48.10069	1.9240279999999998	0.6765025	5.626163	4.5	2.622009	0.0	2.622009	2.622009	2.622009	2.622009	2.622009	2.622009	2.622009	2.622009	2.622009
5	3	16	45	17.31625	1.9240279999999998	0.6765025	3.3756980000000003	4.5	1.390198	0.0	1.390198	1.390198	1.390198	1.390198	1.390198	1.390198	1.390198	1.390198	1.390198
6	5	8	180	8.911724000000001	0.356469	0.1253372	4.315533	4.5	1.53186	0.0	1.53186	1.53186	1.53186	1.53186	1.53186	1.53186	1.53186	1.53186	1.53186
7	3	1	0	0.0	0.0	0.0	1.8	4.0	1.423218	0.0	1.423218	1.423218	1.423218	1.423218	1.423218	1.423218	1.423218	1.423218	1.423218
8	5	4	180	16.587	0.6634799	0.23328449999999998	5.146354	4.5	1.099121	0.0	1.099121	1.099121	1.099121	1.099121	1.099121	1.099121	1.099121	1.099121	1.099121
9	3	32	90	3.2082200000000003	0.35646890000000003	0.1253371	2.5893200000000003	4.5	1.173889	0.0	1.173889	1.173889	1.173889	1.173889	1.173889	1.173889	1.173889	1.173889	1.173889
10	5	16	90	16.587	0.6634799	0.23328449999999998	5.146354	4.5	1.6649779999999998	0.0	1.6649779999999998	1.6649779999999998	1.6649779999999998	1.6649779999999998	1.6649779999999998	1.6649779999999998	1.6649779999999998	1.6649779999999998	1.6649779999999998
11	5	32	45	29.61386	1.184555	0.4164982	5.91633	4.5	1.416809	0.0	1.416809	1.416809	1.416809	1.416809	1.416809	1.416809	1.416809	1.416809	1.416809
12	5	4	45	70.90379	2.8361509999999996	0.9972120000000001	3.033363	4.5	1.630737	0.0	1.630737	1.630737	1.630737	1.630737	1.630737	1.630737	1.630737	1.630737	1.630737
13	3	16	90	5.971319	0.6634799	0.23328449999999998	3.087812	4.5	1.3823239999999999	0.0	1.3823239999999999	1.3823239999999999	1.3823239999999999	1.3823239999999999	1.3823239999999999	1.3823239999999999	1.3823239999999999	1.3823239999999999	1.3823239999999999
14	3	4	180	5.971319	0.6634799	0.23328449999999998	3.087812	4.5	1.489746	0.0	1.489746	1.489746	1.489746	1.489746	1.489746	1.489746	1.489746	1.489746	1.489746
15	5	4	90	48.10069	1.9240279999999998	0.6765025	5.626163	4.5	2.131653	0.0	2.131653	2.131653	2.131653	2.131653	2.131653	2.131653	2.131653	2.131653	2.131653
16	5	8	45	65.56818	2.6227270000000003	0.9221705	3.861265	4.5	1.457275	0.0	1.457275	1.457275	1.457275	1.457275	1.457275	1.457275	1.457275	1.457275	1.457275
17	3	8	180	3.2082200000000003	0.35646890000000003	0.1253371	2.5893200000000003	4.5	1.5816649999999999	0.0	1.5816649999999999	1.5816649999999999	1.5816649999999999	1.5816649999999999	1.5816649999999999	1.5816649999999999	1.5816649999999999	1.5816649999999999	1.5816649999999999
18	3	32	45	10.66099	1.184555	0.4164982	3.5497980000000005	4.5	1.539795	0.0	1.539795	1.539795	1.539795	1.539795	1.539795	1.539795	1.539795	1.539795	1.539795
19	5	16	180	4.709085	0.18836340000000001	0.06622998	3.7421230000000003	4.5	1.482666	0.0	1.482666	1.482666	1.482666	1.482666	1.482666	1.482666	1.482666	1.482666	1.482666
20	5	32	90	8.911724000000001	0.356469	0.1253372	4.315533	4.5	1.6309200000000001	0.0	1.6309200000000001	1.6309200000000001	1.6309200000000001	1.6309200000000001	1.6309200000000001	1.6309200000000001	1.6309200000000001	1.6309200000000001	1.6309200000000001
21	3	4	90	17.31625	1.9240279999999998	0.6765025	3.3756980000000003	4.5	1.741211	0.0	1.741211	1.741211	1.741211	1.741211	1.741211	1.741211	1.741211	1.741211	1.741211
22	3	8	90	10.66099	1.184555	0.4164982	3.5497980000000005	4.5	1.606079	0.0	1.606079	1.606079	1.606079	1.606079	1.606079	1.606079	1.606079	1.606079	1.606079
23	5	8	90	29.61386	1.184555	0.4164982	5.91633	4.5	1.6820680000000001	0.0	1.6820680000000001	1.6820680000000001	1.6820680000000001	1.6820680000000001	1.6820680000000001	1.6820680000000001	1.6820680000000001	1.6820680000000001	1.6820680000000001
24	3	4	45	25.52536	2.8361520000000002	0.9972120999999999	1.8200169999999998	4.5	1.9060669999999997	0.0	1.9060669999999997	1.9060669999999997	1.9060669999999997	1.9060669999999997	1.9060669999999997	1.9060669999999997	1.9060669999999997	1.9060669999999997	1.9060669999999997
25	3	32	180	0.8901154	0.09890171	0.03477458	2.04167	4.5	1.373779	0.0	1.373779	1.373779	1.373779	1.373779	1.373779	1.373779	1.373779	1.373779	1.373779
0	3	16	180	1.695271	0.18836340000000001	0.06622998	2.245274	4.5	0.9658813	0.0	0.9658813	0.9658813	0.9658813	0.9658813	0.9658813	0.9658813	0.9658813	0.9658813	0.9658813
1	5	1	0	0.0	0.0	0.0	3.0	4.0	1.248657	0.0	1.248657	1.248657	1.248657	1.248657	1.248657	1.248657	1.248657	1.248657	1.248657
2	5	32	180	2.472543	0.09890171	0.03477458	3.4027839999999996	4.5	1.9823	0.0	1.9823	1.9823	1.9823	1.9823	1.9823	1.9823	1.9823	1.9823	1.9823
3	3	8	45	23.60454	2.6227270000000003	0.9221705	2.3167590000000002	4.5	1.300232	0.0	1.300232	1.300232	1.300232	1.300232	1.300232	1.300232	1.300232	1.300232	1.300232
4	5	16	45	48.10069	1.9240279999999998	0.6765025	5.626163	4.5	2.21228	0.0	2.21228	2.21228	2.21228	2.21228	2.21228	2.21228	2.21228	2.21228	2.21228
5	3	16	45	17.31625	1.9240279999999998	0.6765025	3.3756980000000003	4.5	1.057495	0.0	1.057495	1.057495	1.057495	1.057495	1.057495	1.057495	1.057495	1.057495	1.057495
6	5	8	180	8.911724000000001	0.356469	0.1253372	4.315533	4.5	0.9494629000000001	0.0	0.9494629000000001	0.9494629000000001	0.9494629000000001	0.9494629000000001	0.9494629000000001	0.9494629000000001	0.9494629000000001	0.9494629000000001	0.9494629000000001
7	3	1	0	0.0	0.0	0.0	1.8	4.0	1.2653809999999999	0.0	1.2653809999999999	1.2653809999999999	1.2653809999999999	1.2653809999999999	1.2653809999999999	1.2653809999999999	1.2653809999999999	1.2653809999999999	1.2653809999999999
