i	speed	frequency	angle	area	area/speed2	normedArea/s2	difficulty	amplitude	time	errors	product	product_-2.0	product_-1.5	product_-1.0	product_-0.5	product_0.0	product_0.5	product_1.5	product_2.0
23	5	32	45	29.61386	1.184555	0.41649830000000004	5.91633	4.5	1.365082	1.0	2.730164	1.6233652269621444	1.744170415390494	1.9305174781513894	2.2285331122404726	2.730164	3.6381402965918577	9.69616830174707	21.841312
24	5	1	0	0.0	0.0	0.0	3.0	4.5	1.1325379999999998	0.0	1.1325379999999998	1.1325379999999998	1.1325379999999998	1.1325379999999998	1.1325379999999998	1.1325379999999998	1.1325379999999998	1.1325379999999998	1.1325379999999998
25	5	4	90	48.10069	1.9240279999999998	0.6765025	5.626163	4.5	1.290039	0.0	1.290039	1.290039	1.290039	1.290039	1.290039	1.290039	1.290039	1.290039	1.290039
0	5	32	180	2.472543	0.09890171	0.03477458	3.4027839999999996	4.5	1.057983	0.0	1.057983	1.057983	1.057983	1.057983	1.057983	1.057983	1.057983	1.057983	1.057983
1	5	8	90	29.61386	1.184555	0.41649830000000004	5.91633	4.5	0.8574523999999999	0.0	0.8574523999999999	0.8574523999999999	0.8574523999999999	0.8574523999999999	0.8574523999999999	0.8574523999999999	0.8574523999999999	0.8574523999999999	0.8574523999999999
2	3	8	180	3.2082200000000003	0.35646890000000003	0.1253372	2.5893200000000003	4.5	0.841217	0.0	0.841217	0.841217	0.841217	0.841217	0.841217	0.841217	0.841217	0.841217	0.841217
3	3	16	90	5.971319	0.6634799	0.23328449999999998	3.087812	4.5	1.298584	0.0	1.298584	1.298584	1.298584	1.298584	1.298584	1.298584	1.298584	1.298584	1.298584
4	3	4	90	17.31625	1.9240279999999998	0.6765026	3.375697	4.5	2.6390689999999997	3.0	10.556275999999999	3.7322071718384016	4.308351184754726	5.278137999999999	7.033499287505349	10.556275999999999	18.745289428710755	133.14766524336244	675.6016639999999
5	5	4	180	16.587	0.6634799	0.23328449999999998	5.146354	4.5	1.290131	0.0	1.290131	1.290131	1.290131	1.290131	1.290131	1.290131	1.290131	1.290131	1.290131
6	3	16	180	1.695271	0.18836340000000001	0.06622999	2.245274	4.5	1.149292	0.0	1.149292	1.149292	1.149292	1.149292	1.149292	1.149292	1.149292	1.149292	1.149292
7	5	16	45	48.10069	1.9240279999999998	0.6765025	5.626163	4.5	1.540527	0.0	1.540527	1.540527	1.540527	1.540527	1.540527	1.540527	1.540527	1.540527	1.540527
8	5	4	45	70.90379	2.8361509999999996	0.9972120999999999	3.033362	4.5	2.114014	0.0	2.114014	2.114014	2.114014	2.114014	2.114014	2.114014	2.114014	2.114014	2.114014
9	5	16	180	4.709085	0.18836340000000001	0.06622999	3.7421230000000003	4.5	0.8743286	0.0	0.8743286	0.8743286	0.8743286	0.8743286	0.8743286	0.8743286	0.8743286	0.8743286	0.8743286
10	5	32	90	8.911724000000001	0.356469	0.1253372	4.315533	4.5	0.8823546999999998	0.0	0.8823546999999998	0.8823546999999998	0.8823546999999998	0.8823546999999998	0.8823546999999998	0.8823546999999998	0.8823546999999998	0.8823546999999998	0.8823546999999998
11	3	8	45	23.60454	2.6227270000000003	0.9221705	2.3167590000000002	4.5	1.423767	0.0	1.423767	1.423767	1.423767	1.423767	1.423767	1.423767	1.423767	1.423767	1.423767
12	3	32	180	0.8901154	0.09890171	0.03477458	2.04167	4.5	0.6915283	0.0	0.6915283	0.6915283	0.6915283	0.6915283	0.6915283	0.6915283	0.6915283	0.6915283	0.6915283
13	5	8	45	65.56818	2.6227270000000003	0.9221705	3.861265	4.5	1.023468	0.0	1.023468	1.023468	1.023468	1.023468	1.023468	1.023468	1.023468	1.023468	1.023468
14	3	4	45	25.52536	2.8361520000000002	0.9972122	1.8200169999999998	4.5	0.8495789	0.0	0.8495789	0.8495789	0.8495789	0.8495789	0.8495789	0.8495789	0.8495789	0.8495789	0.8495789
15	3	8	90	10.66099	1.184555	0.41649830000000004	3.5497980000000005	4.5	1.340759	0.0	1.340759	1.340759	1.340759	1.340759	1.340759	1.340759	1.340759	1.340759	1.340759
16	3	4	180	5.971319	0.6634799	0.23328449999999998	3.087812	4.5	1.264893	0.0	1.264893	1.264893	1.264893	1.264893	1.264893	1.264893	1.264893	1.264893	1.264893
17	5	16	90	16.587	0.6634799	0.23328449999999998	5.146354	4.5	1.4905700000000002	0.0	1.4905700000000002	1.4905700000000002	1.4905700000000002	1.4905700000000002	1.4905700000000002	1.4905700000000002	1.4905700000000002	1.4905700000000002	1.4905700000000002
18	3	32	90	3.2082200000000003	0.35646890000000003	0.1253372	2.5893200000000003	4.5	2.230988	2.0	6.692964	2.936145330008855	3.2899179862926897	3.864184567076474	4.85146507131914	6.692964	10.54990584361262	49.888441044546944	180.710028
19	3	32	45	10.66099	1.184555	0.41649830000000004	3.5497980000000005	4.5	1.232056	0.0	1.232056	1.232056	1.232056	1.232056	1.232056	1.232056	1.232056	1.232056	1.232056
20	3	1	0	0.0	0.0	0.0	1.8	4.5	1.432617	0.0	1.432617	1.432617	1.432617	1.432617	1.432617	1.432617	1.432617	1.432617	1.432617
21	3	16	45	17.31625	1.9240279999999998	0.6765026	3.375697	4.5	1.006317	0.0	1.006317	1.006317	1.006317	1.006317	1.006317	1.006317	1.006317	1.006317	1.006317
22	5	8	180	8.911724000000001	0.356469	0.1253372	4.315533	4.5	1.415985	0.0	1.415985	1.415985	1.415985	1.415985	1.415985	1.415985	1.415985	1.415985	1.415985
23	5	32	45	29.61386	1.184555	0.41649830000000004	5.91633	4.5	0.83255	0.0	0.83255	0.83255	0.83255	0.83255	0.83255	0.83255	0.83255	0.83255	0.83255
24	5	1	0	0.0	0.0	0.0	3.0	4.5	1.207123	0.0	1.207123	1.207123	1.207123	1.207123	1.207123	1.207123	1.207123	1.207123	1.207123
25	5	4	90	48.10069	1.9240279999999998	0.6765025	5.626163	4.5	1.698578	0.0	1.698578	1.698578	1.698578	1.698578	1.698578	1.698578	1.698578	1.698578	1.698578
0	5	32	180	2.472543	0.09890171	0.03477458	3.4027839999999996	4.5	1.248779	0.0	1.248779	1.248779	1.248779	1.248779	1.248779	1.248779	1.248779	1.248779	1.248779
1	5	8	90	29.61386	1.184555	0.41649830000000004	5.91633	4.5	1.439789	0.0	1.439789	1.439789	1.439789	1.439789	1.439789	1.439789	1.439789	1.439789	1.439789
2	3	8	180	3.2082200000000003	0.35646890000000003	0.1253372	2.5893200000000003	4.5	1.366028	0.0	1.366028	1.366028	1.366028	1.366028	1.366028	1.366028	1.366028	1.366028	1.366028
3	3	16	90	5.971319	0.6634799	0.23328449999999998	3.087812	4.5	1.057007	0.0	1.057007	1.057007	1.057007	1.057007	1.057007	1.057007	1.057007	1.057007	1.057007
4	3	4	90	17.31625	1.9240279999999998	0.6765026	3.375697	4.5	1.7155150000000001	1.0	3.4310300000000002	2.040102643893893	2.1919199800148443	2.4261045794544804	2.800624418199943	3.4310300000000002	4.572094753947222	12.185291553307147	27.448240000000002
5	5	4	180	16.587	0.6634799	0.23328449999999998	5.146354	4.5	1.065216	0.0	1.065216	1.065216	1.065216	1.065216	1.065216	1.065216	1.065216	1.065216	1.065216
6	3	16	180	1.695271	0.18836340000000001	0.06622999	2.245274	4.5	1.399139	0.0	1.399139	1.399139	1.399139	1.399139	1.399139	1.399139	1.399139	1.399139	1.399139
7	5	16	45	48.10069	1.9240279999999998	0.6765025	5.626163	4.5	3.205444	0.0	3.205444	3.205444	3.205444	3.205444	3.205444	3.205444	3.205444	3.205444	3.205444
8	5	4	45	70.90379	2.8361509999999996	0.9972120999999999	3.033362	4.5	1.299225	0.0	1.299225	1.299225	1.299225	1.299225	1.299225	1.299225	1.299225	1.299225	1.299225
9	5	16	180	4.709085	0.18836340000000001	0.06622999	3.7421230000000003	4.5	1.798157	0.0	1.798157	1.798157	1.798157	1.798157	1.798157	1.798157	1.798157	1.798157	1.798157
10	5	32	90	8.911724000000001	0.356469	0.1253372	4.315533	4.5	1.6979369999999998	0.0	1.6979369999999998	1.6979369999999998	1.6979369999999998	1.6979369999999998	1.6979369999999998	1.6979369999999998	1.6979369999999998	1.6979369999999998	1.6979369999999998
11	3	8	45	23.60454	2.6227270000000003	0.9221705	2.3167590000000002	4.5	1.1987299999999999	0.0	1.1987299999999999	1.1987299999999999	1.1987299999999999	1.1987299999999999	1.1987299999999999	1.1987299999999999	1.1987299999999999	1.1987299999999999	1.1987299999999999
12	3	32	180	0.8901154	0.09890171	0.03477458	2.04167	4.5	1.466309	0.0	1.466309	1.466309	1.466309	1.466309	1.466309	1.466309	1.466309	1.466309	1.466309
13	5	8	45	65.56818	2.6227270000000003	0.9221705	3.861265	4.5	1.67218	0.0	1.67218	1.67218	1.67218	1.67218	1.67218	1.67218	1.67218	1.67218	1.67218
14	3	4	45	25.52536	2.8361520000000002	0.9972122	1.8200169999999998	4.5	4.704346	3.0	18.817384	6.652949915295621	7.6799714833511965	9.408692	12.53776018708819	18.817384	33.414938125072794	237.34608166628124	1204.312576
15	3	8	90	10.66099	1.184555	0.41649830000000004	3.5497980000000005	4.5	0.8156738	0.0	0.8156738	0.8156738	0.8156738	0.8156738	0.8156738	0.8156738	0.8156738	0.8156738	0.8156738
16	3	4	180	5.971319	0.6634799	0.23328449999999998	3.087812	4.5	1.9151610000000001	0.0	1.9151610000000001	1.9151610000000001	1.9151610000000001	1.9151610000000001	1.9151610000000001	1.9151610000000001	1.9151610000000001	1.9151610000000001	1.9151610000000001
17	5	16	90	16.587	0.6634799	0.23328449999999998	5.146354	4.5	2.771729	0.0	2.771729	2.771729	2.771729	2.771729	2.771729	2.771729	2.771729	2.771729	2.771729
18	3	32	90	3.2082200000000003	0.35646890000000003	0.1253372	2.5893200000000003	4.5	1.440796	0.0	1.440796	1.440796	1.440796	1.440796	1.440796	1.440796	1.440796	1.440796	1.440796
19	3	32	45	10.66099	1.184555	0.41649830000000004	3.5497980000000005	4.5	1.639587	0.0	1.639587	1.639587	1.639587	1.639587	1.639587	1.639587	1.639587	1.639587	1.639587
20	3	1	0	0.0	0.0	0.0	1.8	4.5	1.9486080000000001	2.0	5.845824	2.5645123502313303	2.873507391090327	3.375088060035175	4.237406767626293	5.845824	9.214586060575092	43.57397499535297	157.83724800000002
21	3	16	45	17.31625	1.9240279999999998	0.6765026	3.375697	4.5	0.973877	0.0	0.973877	0.973877	0.973877	0.973877	0.973877	0.973877	0.973877	0.973877	0.973877
22	5	8	180	8.911724000000001	0.356469	0.1253372	4.315533	4.5	1.191223	0.0	1.191223	1.191223	1.191223	1.191223	1.191223	1.191223	1.191223	1.191223	1.191223
23	5	32	45	29.61386	1.184555	0.41649830000000004	5.91633	4.5	1.523193	0.0	1.523193	1.523193	1.523193	1.523193	1.523193	1.523193	1.523193	1.523193	1.523193
24	5	1	0	0.0	0.0	0.0	3.0	4.5	0.932373	0.0	0.932373	0.932373	0.932373	0.932373	0.932373	0.932373	0.932373	0.932373	0.932373
25	5	4	90	48.10069	1.9240279999999998	0.6765025	5.626163	4.5	0.765564	0.0	0.765564	0.765564	0.765564	0.765564	0.765564	0.765564	0.765564	0.765564	0.765564
0	5	32	180	2.472543	0.09890171	0.03477458	3.4027839999999996	4.5	1.54895	1.0	3.0979	1.8420223607834647	1.9790992518538122	2.1905460974378057	2.528702571863727	3.0979	4.128175019820024	11.002181474073444	24.7832
1	5	8	90	29.61386	1.184555	0.41649830000000004	5.91633	4.5	2.9971919999999996	1.0	5.994383999999999	3.564282051429235	3.8295235126132092	4.238669575436141	4.8929966227246755	5.994383999999999	7.9879487033180006	21.289034698757952	47.955071999999994
2	3	8	180	3.2082200000000003	0.35646890000000003	0.1253372	2.5893200000000003	4.5	1.0322879999999999	0.0	1.0322879999999999	1.0322879999999999	1.0322879999999999	1.0322879999999999	1.0322879999999999	1.0322879999999999	1.0322879999999999	1.0322879999999999	1.0322879999999999
3	3	16	90	5.971319	0.6634799	0.23328449999999998	3.087812	4.5	1.407043	0.0	1.407043	1.407043	1.407043	1.407043	1.407043	1.407043	1.407043	1.407043	1.407043
4	3	4	90	17.31625	1.9240279999999998	0.6765026	3.375697	4.5	1.057434	0.0	1.057434	1.057434	1.057434	1.057434	1.057434	1.057434	1.057434	1.057434	1.057434
5	5	4	180	16.587	0.6634799	0.23328449999999998	5.146354	4.5	1.923462	0.0	1.923462	1.923462	1.923462	1.923462	1.923462	1.923462	1.923462	1.923462	1.923462
6	3	16	180	1.695271	0.18836340000000001	0.06622999	2.245274	4.5	2.771973	3.0	11.087892	3.9201618111320355	4.525320542455735	5.543946	7.387707604645452	11.087892	19.68930565042886	139.8530061425598	709.625088
7	5	16	45	48.10069	1.9240279999999998	0.6765025	5.626163	4.5	0.9660034	0.0	0.9660034	0.9660034	0.9660034	0.9660034	0.9660034	0.9660034	0.9660034	0.9660034	0.9660034
8	5	4	45	70.90379	2.8361509999999996	0.9972120999999999	3.033362	4.5	2.306396	2.0	6.919188	3.0353878391775764	3.4011181072751238	3.9947950543736277	5.01544590765624	6.919188	10.906495524890664	51.5746838940321	186.818076
9	5	16	180	4.709085	0.18836340000000001	0.06622999	3.7421230000000003	4.5	4.396545	2.0	13.189634999999999	5.786178621276215	6.483348396784381	7.615039317762909	9.560645105210252	13.189634999999999	20.79040128732465	98.31374083240145	356.120145
10	5	32	90	8.911724000000001	0.356469	0.1253372	4.315533	4.5	1.106934	0.0	1.106934	1.106934	1.106934	1.106934	1.106934	1.106934	1.106934	1.106934	1.106934
11	3	8	45	23.60454	2.6227270000000003	0.9221705	2.3167590000000002	4.5	0.9827880999999999	0.0	0.9827880999999999	0.9827880999999999	0.9827880999999999	0.9827880999999999	0.9827880999999999	0.9827880999999999	0.9827880999999999	0.9827880999999999	0.9827880999999999
12	3	32	180	0.8901154	0.09890171	0.03477458	2.04167	4.5	1.165283	0.0	1.165283	1.165283	1.165283	1.165283	1.165283	1.165283	1.165283	1.165283	1.165283
13	5	8	45	65.56818	2.6227270000000003	0.9221705	3.861265	4.5	1.247986	0.0	1.247986	1.247986	1.247986	1.247986	1.247986	1.247986	1.247986	1.247986	1.247986
14	3	4	45	25.52536	2.8361520000000002	0.9972122	1.8200169999999998	4.5	0.9662476000000001	0.0	0.9662476000000001	0.9662476000000001	0.9662476000000001	0.9662476000000001	0.9662476000000001	0.9662476000000001	0.9662476000000001	0.9662476000000001	0.9662476000000001
15	3	8	90	10.66099	1.184555	0.41649830000000004	3.5497980000000005	4.5	1.248779	0.0	1.248779	1.248779	1.248779	1.248779	1.248779	1.248779	1.248779	1.248779	1.248779
16	3	4	180	5.971319	0.6634799	0.23328449999999998	3.087812	4.5	3.088867	1.0	6.177734	3.67330261369711	3.946657005568888	4.3683176037666955	5.042658528064169	6.177734	8.232275792599127	21.9402016096561	49.421872
17	5	16	90	16.587	0.6634799	0.23328449999999998	5.146354	4.5	1.090698	0.0	1.090698	1.090698	1.090698	1.090698	1.090698	1.090698	1.090698	1.090698	1.090698
18	3	32	90	3.2082200000000003	0.35646890000000003	0.1253372	2.5893200000000003	4.5	1.764648	1.0	3.529296	2.0985319570753216	2.254697399261	2.4955891344145575	2.8808353633326975	3.529296	4.70304128111002	12.534282923180706	28.234368
19	3	32	45	10.66099	1.184555	0.41649830000000004	3.5497980000000005	4.5	2.106323	1.0	4.212646	2.5048542980938766	2.691256834282887	2.978790553338385	3.438628998531729	4.212646	5.613654406063704	14.961198159407857	33.701168
20	3	1	0	0.0	0.0	0.0	1.8	4.5	0.8916016	0.0	0.8916016	0.8916016	0.8916016	0.8916016	0.8916016	0.8916016	0.8916016	0.8916016	0.8916016
21	3	16	45	17.31625	1.9240279999999998	0.6765026	3.375697	4.5	1.031799	0.0	1.031799	1.031799	1.031799	1.031799	1.031799	1.031799	1.031799	1.031799	1.031799
22	5	8	180	8.911724000000001	0.356469	0.1253372	4.315533	4.5	1.2819209999999999	0.0	1.2819209999999999	1.2819209999999999	1.2819209999999999	1.2819209999999999	1.2819209999999999	1.2819209999999999	1.2819209999999999	1.2819209999999999	1.2819209999999999
23	5	32	45	29.61386	1.184555	0.41649830000000004	5.91633	4.5	1.5734860000000002	0.0	1.5734860000000002	1.5734860000000002	1.5734860000000002	1.5734860000000002	1.5734860000000002	1.5734860000000002	1.5734860000000002	1.5734860000000002	1.5734860000000002
24	5	1	0	0.0	0.0	0.0	3.0	4.5	2.947449	0.0	2.947449	2.947449	2.947449	2.947449	2.947449	2.947449	2.947449	2.947449	2.947449
25	5	4	90	48.10069	1.9240279999999998	0.6765025	5.626163	4.5	1.323364	0.0	1.323364	1.323364	1.323364	1.323364	1.323364	1.323364	1.323364	1.323364	1.323364
0	5	32	180	2.472543	0.09890171	0.03477458	3.4027839999999996	4.5	1.965027	1.0	3.930054	2.336824089572452	2.510722402642139	2.778967833829316	3.2079594749227955	3.930054	5.237080199278145	13.957573617905108	31.440432
1	5	8	90	29.61386	1.184555	0.41649830000000004	5.91633	4.5	1.7901	0.0	1.7901	1.7901	1.7901	1.7901	1.7901	1.7901	1.7901	1.7901	1.7901
2	3	8	180	3.2082200000000003	0.35646890000000003	0.1253372	2.5893200000000003	4.5	1.174133	0.0	1.174133	1.174133	1.174133	1.174133	1.174133	1.174133	1.174133	1.174133	1.174133
3	3	16	90	5.971319	0.6634799	0.23328449999999998	3.087812	4.5	0.9407959000000001	0.0	0.9407959000000001	0.9407959000000001	0.9407959000000001	0.9407959000000001	0.9407959000000001	0.9407959000000001	0.9407959000000001	0.9407959000000001	0.9407959000000001
4	3	4	90	17.31625	1.9240279999999998	0.6765026	3.375697	4.5	1.7650150000000002	1.0	3.5300300000000004	2.0989683960865277	2.2551663165439537	2.4961081507919487	2.881434500712132	3.5300300000000004	4.704019389010388	12.53688972172229	28.240240000000004
5	5	4	180	16.587	0.6634799	0.23328449999999998	5.146354	4.5	0.9654540999999999	0.0	0.9654540999999999	0.9654540999999999	0.9654540999999999	0.9654540999999999	0.9654540999999999	0.9654540999999999	0.9654540999999999	0.9654540999999999	0.9654540999999999
6	3	16	180	1.695271	0.18836340000000001	0.06622999	2.245274	4.5	0.982605	0.0	0.982605	0.982605	0.982605	0.982605	0.982605	0.982605	0.982605	0.982605	0.982605
7	5	16	45	48.10069	1.9240279999999998	0.6765025	5.626163	4.5	4.745667	1.0	9.491334	5.643580961833618	6.063556608830063	6.711386633906439	7.7474291281893	9.491334	12.647886608208292	33.708440911276476	75.930672
8	5	4	45	70.90379	2.8361509999999996	0.9972120999999999	3.033362	4.5	1.015625	0.0	1.015625	1.015625	1.015625	1.015625	1.015625	1.015625	1.015625	1.015625	1.015625
9	5	16	180	4.709085	0.18836340000000001	0.06622999	3.7421230000000003	4.5	1.0908200000000001	0.0	1.0908200000000001	1.0908200000000001	1.0908200000000001	1.0908200000000001	1.0908200000000001	1.0908200000000001	1.0908200000000001	1.0908200000000001	1.0908200000000001
10	5	32	90	8.911724000000001	0.356469	0.1253372	4.315533	4.5	2.855469	1.0	5.710938	3.3957440514697046	3.6484435014634125	4.0382429867359395	4.661630010121143	5.710938	7.610236479983514	20.282377179115542	45.687504
11	3	8	45	23.60454	2.6227270000000003	0.9221705	2.3167590000000002	4.5	1.140198	0.0	1.140198	1.140198	1.140198	1.140198	1.140198	1.140198	1.140198	1.140198	1.140198
12	3	32	180	0.8901154	0.09890171	0.03477458	2.04167	4.5	1.557007	0.0	1.557007	1.557007	1.557007	1.557007	1.557007	1.557007	1.557007	1.557007	1.557007
13	5	8	45	65.56818	2.6227270000000003	0.9221705	3.861265	4.5	1.590332	1.0	3.180664	1.8912341296165074	2.0319731891921475	2.2490690830759292	2.596259800843917	3.180664	4.238464014732831	11.296117542868503	25.445312
14	3	4	45	25.52536	2.8361520000000002	0.9972122	1.8200169999999998	4.5	1.5314940000000001	0.0	1.5314940000000001	1.5314940000000001	1.5314940000000001	1.5314940000000001	1.5314940000000001	1.5314940000000001	1.5314940000000001	1.5314940000000001	1.5314940000000001
15	3	8	90	10.66099	1.184555	0.41649830000000004	3.5497980000000005	4.5	0.9746703999999999	0.0	0.9746703999999999	0.9746703999999999	0.9746703999999999	0.9746703999999999	0.9746703999999999	0.9746703999999999	0.9746703999999999	0.9746703999999999	0.9746703999999999
16	3	4	180	5.971319	0.6634799	0.23328449999999998	3.087812	4.5	1.222961	0.0	1.222961	1.222961	1.222961	1.222961	1.222961	1.222961	1.222961	1.222961	1.222961
17	5	16	90	16.587	0.6634799	0.23328449999999998	5.146354	4.5	2.207092	0.0	2.207092	2.207092	2.207092	2.207092	2.207092	2.207092	2.207092	2.207092	2.207092
18	3	32	90	3.2082200000000003	0.35646890000000003	0.1253372	2.5893200000000003	4.5	1.015808	0.0	1.015808	1.015808	1.015808	1.015808	1.015808	1.015808	1.015808	1.015808	1.015808
19	3	32	45	10.66099	1.184555	0.41649830000000004	3.5497980000000005	4.5	2.314209	1.0	4.628418	2.752073808403332	2.9568735598523896	3.272785753965878	3.7780084897060484	4.628418	6.167700561311003	16.437811024845235	37.027344
20	3	1	0	0.0	0.0	0.0	1.8	4.5	2.2232060000000002	0.0	2.2232060000000002	2.2232060000000002	2.2232060000000002	2.2232060000000002	2.2232060000000002	2.2232060000000002	2.2232060000000002	2.2232060000000002	2.2232060000000002
21	3	16	45	17.31625	1.9240279999999998	0.6765026	3.375697	4.5	2.206543	0.0	2.206543	2.206543	2.206543	2.206543	2.206543	2.206543	2.206543	2.206543	2.206543
22	5	8	180	8.911724000000001	0.356469	0.1253372	4.315533	4.5	0.7736816	0.0	0.7736816	0.7736816	0.7736816	0.7736816	0.7736816	0.7736816	0.7736816	0.7736816	0.7736816
23	5	32	45	29.61386	1.184555	0.41649830000000004	5.91633	4.5	1.4320680000000001	0.0	1.4320680000000001	1.4320680000000001	1.4320680000000001	1.4320680000000001	1.4320680000000001	1.4320680000000001	1.4320680000000001	1.4320680000000001	1.4320680000000001
24	5	1	0	0.0	0.0	0.0	3.0	4.5	1.59845	0.0	1.59845	1.59845	1.59845	1.59845	1.59845	1.59845	1.59845	1.59845	1.59845
25	5	4	90	48.10069	1.9240279999999998	0.6765025	5.626163	4.5	0.8677978999999999	0.0	0.8677978999999999	0.8677978999999999	0.8677978999999999	0.8677978999999999	0.8677978999999999	0.8677978999999999	0.8677978999999999	0.8677978999999999	0.8677978999999999
0	5	32	180	2.472543	0.09890171	0.03477458	3.4027839999999996	4.5	1.1233520000000001	0.0	1.1233520000000001	1.1233520000000001	1.1233520000000001	1.1233520000000001	1.1233520000000001	1.1233520000000001	1.1233520000000001	1.1233520000000001	1.1233520000000001
1	5	8	90	29.61386	1.184555	0.41649830000000004	5.91633	4.5	0.8915405000000001	0.0	0.8915405000000001	0.8915405000000001	0.8915405000000001	0.8915405000000001	0.8915405000000001	0.8915405000000001	0.8915405000000001	0.8915405000000001	0.8915405000000001
2	3	8	180	3.2082200000000003	0.35646890000000003	0.1253372	2.5893200000000003	4.5	1.423096	0.0	1.423096	1.423096	1.423096	1.423096	1.423096	1.423096	1.423096	1.423096	1.423096
3	3	16	90	5.971319	0.6634799	0.23328449999999998	3.087812	4.5	0.9905396000000001	0.0	0.9905396000000001	0.9905396000000001	0.9905396000000001	0.9905396000000001	0.9905396000000001	0.9905396000000001	0.9905396000000001	0.9905396000000001	0.9905396000000001
4	3	4	90	17.31625	1.9240279999999998	0.6765026	3.375697	4.5	2.2311400000000003	0.0	2.2311400000000003	2.2311400000000003	2.2311400000000003	2.2311400000000003	2.2311400000000003	2.2311400000000003	2.2311400000000003	2.2311400000000003	2.2311400000000003
5	5	4	180	16.587	0.6634799	0.23328449999999998	5.146354	4.5	1.615234	0.0	1.615234	1.615234	1.615234	1.615234	1.615234	1.615234	1.615234	1.615234	1.615234
6	3	16	180	1.695271	0.18836340000000001	0.06622999	2.245274	4.5	1.024231	0.0	1.024231	1.024231	1.024231	1.024231	1.024231	1.024231	1.024231	1.024231	1.024231
7	5	16	45	48.10069	1.9240279999999998	0.6765025	5.626163	4.5	0.8986206	0.0	0.8986206	0.8986206	0.8986206	0.8986206	0.8986206	0.8986206	0.8986206	0.8986206	0.8986206
8	5	4	45	70.90379	2.8361509999999996	0.9972120999999999	3.033362	4.5	0.7752074999999999	0.0	0.7752074999999999	0.7752074999999999	0.7752074999999999	0.7752074999999999	0.7752074999999999	0.7752074999999999	0.7752074999999999	0.7752074999999999	0.7752074999999999
9	5	16	180	4.709085	0.18836340000000001	0.06622999	3.7421230000000003	4.5	2.088684	0.0	2.088684	2.088684	2.088684	2.088684	2.088684	2.088684	2.088684	2.088684	2.088684
10	5	32	90	8.911724000000001	0.356469	0.1253372	4.315533	4.5	0.9324950999999999	0.0	0.9324950999999999	0.9324950999999999	0.9324950999999999	0.9324950999999999	0.9324950999999999	0.9324950999999999	0.9324950999999999	0.9324950999999999	0.9324950999999999
11	3	8	45	23.60454	2.6227270000000003	0.9221705	2.3167590000000002	4.5	1.731812	0.0	1.731812	1.731812	1.731812	1.731812	1.731812	1.731812	1.731812	1.731812	1.731812
12	3	32	180	0.8901154	0.09890171	0.03477458	2.04167	4.5	1.0660399999999999	0.0	1.0660399999999999	1.0660399999999999	1.0660399999999999	1.0660399999999999	1.0660399999999999	1.0660399999999999	1.0660399999999999	1.0660399999999999	1.0660399999999999
13	5	8	45	65.56818	2.6227270000000003	0.9221705	3.861265	4.5	1.148621	0.0	1.148621	1.148621	1.148621	1.148621	1.148621	1.148621	1.148621	1.148621	1.148621
14	3	4	45	25.52536	2.8361520000000002	0.9972122	1.8200169999999998	4.5	1.5576780000000001	0.0	1.5576780000000001	1.5576780000000001	1.5576780000000001	1.5576780000000001	1.5576780000000001	1.5576780000000001	1.5576780000000001	1.5576780000000001	1.5576780000000001
15	3	8	90	10.66099	1.184555	0.41649830000000004	3.5497980000000005	4.5	0.9731445	0.0	0.9731445	0.9731445	0.9731445	0.9731445	0.9731445	0.9731445	0.9731445	0.9731445	0.9731445
16	3	4	180	5.971319	0.6634799	0.23328449999999998	3.087812	4.5	2.1239619999999997	1.0	4.247923999999999	2.525830722395409	2.7137942510513096	3.0037358663650835	3.4674251408636976	4.247923999999999	5.660664883596615	15.086487858249766	33.983391999999995
17	5	16	90	16.587	0.6634799	0.23328449999999998	5.146354	4.5	1.98938	1.0	3.97876	2.365784850444113	2.541838322510692	2.813408176713788	3.2477164029918724	3.97876	5.30198445458508	14.130552813772056	31.83008
18	3	32	90	3.2082200000000003	0.35646890000000003	0.1253372	2.5893200000000003	4.5	2.164307	1.0	4.328614	2.573809283450194	2.7653432095819546	3.0607923125390264	3.5332894394284304	4.328614	5.768190124033453	15.373058122991363	34.628912
19	3	32	45	10.66099	1.184555	0.41649830000000004	3.5497980000000005	4.5	1.440613	1.0	2.881226	1.713187229565415	1.840676658711305	2.0373344427309914	2.3518395029925556	2.881226	3.839441298833393	10.23266448878877	23.049808
20	3	1	0	0.0	0.0	0.0	1.8	4.5	1.0326540000000002	0.0	1.0326540000000002	1.0326540000000002	1.0326540000000002	1.0326540000000002	1.0326540000000002	1.0326540000000002	1.0326540000000002	1.0326540000000002	1.0326540000000002
21	3	16	45	17.31625	1.9240279999999998	0.6765026	3.375697	4.5	1.48175	0.0	1.48175	1.48175	1.48175	1.48175	1.48175	1.48175	1.48175	1.48175	1.48175
22	5	8	180	8.911724000000001	0.356469	0.1253372	4.315533	4.5	0.9154663000000001	0.0	0.9154663000000001	0.9154663000000001	0.9154663000000001	0.9154663000000001	0.9154663000000001	0.9154663000000001	0.9154663000000001	0.9154663000000001	0.9154663000000001
23	5	32	45	29.61386	1.184555	0.41649830000000004	5.91633	4.5	2.389282	1.0	4.778564	2.8413511541479313	3.0527946148473357	3.3789550087339135	3.900567183129029	4.778564	6.367780927535187	16.971054040954936	38.228512
