Title	Average	Min95	Min99	Max99	Max95
Standard	0.19695492315921	0.193658071313332	0.192621917876056	0.201287928442364	0.200251775005088
Biaisé	0.180936891330331	0.178015536421941	0.177097396307876	0.184776386352785	0.18385824623872
