Title	Average	Min95	Min99	Max99	Max95
Standard	0.039456196581197	0.036980856431967	0.036202892385066	0.042709500777327	0.041931536730426
Biaisé	0.030603988603989	0.02824164247946	0.027499190840323	0.033708786367654	0.032966334728517
