Title	Average	Min95	Min99	Max99	Max95
Standard	0.311415645118027	0.30236386334129	0.29951901764003	0.323312272596024	0.320467426894764
FastHook	0.237999815910331	0.230553914608822	0.228213774199777	0.247785857620885	0.245445717211839
