Title	Average	Min95	Min99	Max99	Max95
Standard	0.314342537283768	0.305165492002258	0.302281277770926	0.32640379679661	0.323519582565278
FastHook	0.239691484463741	0.232108261223855	0.229724962491319	0.249658006436164	0.247274707703628
