Title	Average	Min95	Min99	Max99	Max95
Standard	0.011904761904762	0.005703259760797	0.003754216229836	0.020055307579688	0.018106264048727
FastHook	0.006802721088435	0.002102738693217	0.000625601369005	0.012979840807866	0.011502703483654
