Title	Average	Min95	Min99	Max99	Max95
Standard	5.58203055102041	5.4501598874652	5.40871482177642	5.7553462802644	5.71390121457562
FastHook	4.28139012159864	4.15610413986092	4.11672854560049	4.44605169759679	4.40667610333636
